inventory_id,depot_id,item_code,item_name,item_category,quantity_in_stock,minimum_stock_level,maximum_stock_level,unit_cost_sar,supplier_name,last_restocked_date,expiry_date,batch_number,storage_location,condition,created_at
INV89214,DEP4,ITEM7379,Tire 385/65R22.5,Tires,380,94,705,2211.22,OEM Supplier,2025-02-21T15:27:30,2027-04-27T15:27:30,BATCH-0890,Warehouse A,Good,2025-10-04T21:14:53.738642
INV77219,DEP3,ITEM7922,Tool Kit,Accessories,154,42,478,383.49,Shell Lubricants,2025-01-31T11:39:00,,BATCH-8305,Hazardous Storage,Good,2025-10-04T21:14:53.738701
INV66266,DEP3,ITEM6875,Air Filter,Engine Parts,160,37,207,271.86,Aramco Parts,2025-06-25T19:11:21,,BATCH-0051,Warehouse A,Poor,2025-10-04T21:14:53.738758
INV81354,DEP3,ITEM4308,Floor Mats,Accessories,324,50,390,58.49,Chevron Parts,2025-05-24T01:41:31,2027-10-18T01:41:31,BATCH-0573,Cold Storage,Good,2025-10-04T21:14:53.738817
INV77315,DEP1,ITEM3737,Spark Plugs,Engine Parts,197,13,254,389.22,BP Components,2025-04-26T07:36:25,,BATCH-0739,Cold Storage,Poor,2025-10-04T21:14:53.738874
INV99176,DEP5,ITEM4011,Tool Kit,Accessories,396,31,422,352.54,Total Oil,2025-04-16T14:58:01,,BATCH-0853,Cold Storage,Good,2025-10-04T21:14:53.738932
INV29671,DEP6,ITEM7329,Inner Tube,Tires,89,21,299,160.43,Aramco Parts,2025-03-18T20:44:29,2026-06-13T20:44:29,BATCH-4812,Warehouse A,Poor,2025-10-04T21:14:53.738991
INV94046,DEP1,ITEM3225,Seat Covers,Accessories,364,12,441,247.51,Iveco Parts,2025-04-28T23:13:02,2027-11-24T23:13:02,BATCH-9156,Hazardous Storage,Poor,2025-10-04T21:14:53.739057
INV93040,DEP4,ITEM2604,Fuses,Electrical,265,45,394,474.8,Scania Parts,2025-04-22T20:25:31,,BATCH-1584,Warehouse A,Fair,2025-10-04T21:14:53.739116
INV46624,DEP4,ITEM8433,Bulbs,Electrical,251,39,271,164.59,Total Oil,2025-04-25T20:56:22,2026-08-23T20:56:22,BATCH-1979,Cold Storage,Poor,2025-10-04T21:14:53.739185
INV20261,DEP3,ITEM4518,Transmission Fluid,Fluids,410,60,694,24.02,Aftermarket Parts,2025-02-19T00:53:21,2027-02-04T00:53:21,BATCH-4306,Warehouse B,Fair,2025-10-04T21:14:53.739248
INV94786,DEP1,ITEM1363,Inner Tube,Tires,132,28,191,254.11,Aftermarket Parts,2025-05-11T13:01:32,2027-11-13T13:01:32,BATCH-5750,Cold Storage,Good,2025-10-04T21:14:53.739309
INV64494,DEP5,ITEM6286,Starter Motor,Electrical,342,20,439,426.85,Local Supplier,2025-05-09T17:21:30,,BATCH-8096,Hazardous Storage,Good,2025-10-04T21:14:53.739367
INV37663,DEP3,ITEM3928,Fuses,Electrical,143,29,453,302.48,Total Oil,2025-04-11T13:19:58,2026-10-22T13:19:58,BATCH-3103,Hazardous Storage,Good,2025-10-04T21:14:53.739427
INV39988,DEP5,ITEM9878,Brake Pads,Brake System,110,47,178,484.69,Chevron Parts,2025-05-02T15:52:02,,BATCH-0104,Hazardous Storage,Good,2025-10-04T21:14:53.739484
INV21827,DEP3,ITEM5991,Battery 12V,Electrical,39,18,242,443.18,International Parts,2025-05-29T07:42:00,,BATCH-3066,Cold Storage,Poor,2025-10-04T21:14:53.739540
INV64618,DEP5,ITEM2942,Brake Lines,Brake System,69,21,103,77.81,BP Components,2025-03-18T12:07:01,2027-10-11T12:07:01,BATCH-7017,Cold Storage,Fair,2025-10-04T21:14:53.739598
INV26306,DEP2,ITEM2284,Tire 295/80R22.5,Tires,610,21,789,2276.82,MAN Parts,2025-06-09T22:50:27,2027-12-21T22:50:27,BATCH-0497,Warehouse B,Fair,2025-10-04T21:14:53.739659
INV41124,DEP5,ITEM5239,Mirrors,Accessories,116,20,177,138.75,Volvo Parts,2025-06-23T18:03:08,2027-10-06T18:03:08,BATCH-8561,Warehouse A,Good,2025-10-04T21:14:53.739718
INV71396,DEP6,ITEM7567,Bulbs,Electrical,37,19,268,121.06,Shell Lubricants,2025-03-08T20:36:06,,BATCH-5853,Cold Storage,Good,2025-10-04T21:14:53.739782
INV30043,DEP1,ITEM9618,Oil Filter,Engine Parts,1043,64,1991,25.62,Chevron Parts,2025-06-06T15:16:52,,BATCH-8874,Hazardous Storage,Fair,2025-10-04T21:14:53.739839
INV46179,DEP5,ITEM4970,Brake Fluid,Brake System,1280,197,1868,50.68,OEM Supplier,2025-03-17T22:36:21,2027-12-09T22:36:21,BATCH-6954,Warehouse B,Fair,2025-10-04T21:14:53.739909
INV65584,DEP1,ITEM2653,Wiper Blades,Accessories,67,47,169,46.97,Shell Lubricants,2025-06-18T03:33:54,,BATCH-7327,Hazardous Storage,Fair,2025-10-04T21:14:53.739971
INV32210,DEP5,ITEM3437,Fuses,Electrical,61,35,467,378.38,Local Supplier,2025-05-15T23:24:44,2027-03-15T23:24:44,BATCH-3774,Warehouse A,Poor,2025-10-04T21:14:53.740030
INV55332,DEP4,ITEM1164,Grease,Fluids,179,23,182,450.24,Total Oil,2025-03-28T15:56:19,,BATCH-7792,Warehouse A,Good,2025-10-04T21:14:53.740088
INV22587,DEP6,ITEM3909,Valve Stems,Tires,165,35,177,204.48,Aramco Parts,2025-04-11T14:20:14,,BATCH-0803,Warehouse A,Good,2025-10-04T21:14:53.740144
INV53353,DEP2,ITEM5681,Brake Discs,Brake System,41,26,182,478.22,Volvo Parts,2025-03-23T04:52:26,2026-03-28T04:52:26,BATCH-1623,Cold Storage,Fair,2025-10-04T21:14:53.740203
INV24785,DEP5,ITEM8715,Oil Filter,Engine Parts,497,86,1969,35.36,Volvo Parts,2025-03-18T03:05:26,2027-12-27T03:05:26,BATCH-0316,Warehouse A,Good,2025-10-04T21:14:53.740263
INV78009,DEP1,ITEM8155,Tire 315/80R22.5,Tires,138,100,308,922.41,OEM Supplier,2025-06-15T10:52:51,2026-08-06T10:52:51,BATCH-1635,Warehouse B,Good,2025-10-04T21:14:53.740323
INV65057,DEP3,ITEM1743,Tire 385/65R22.5,Tires,551,77,619,1887.58,MAN Parts,2025-04-15T07:59:56,2026-09-25T07:59:56,BATCH-1738,Cold Storage,Good,2025-10-04T21:14:53.740390
INV70864,DEP4,ITEM3158,Power Steering Fluid,Fluids,790,91,1126,42.01,MAN Parts,2025-05-23T17:19:32,2027-09-21T17:19:32,BATCH-6907,Cold Storage,Poor,2025-10-04T21:14:53.740452
INV55054,DEP3,ITEM4259,Grease,Fluids,144,33,167,423.82,OEM Supplier,2025-03-29T09:04:26,2027-06-28T09:04:26,BATCH-7381,Cold Storage,Poor,2025-10-04T21:14:53.740512
INV64733,DEP2,ITEM7901,Mirrors,Accessories,67,49,346,258.26,Aramco Parts,2025-04-27T20:08:52,2028-02-26T20:08:52,BATCH-7843,Cold Storage,Good,2025-10-04T21:14:53.740578
INV24431,DEP5,ITEM3882,Battery 12V,Electrical,106,14,285,326.8,Iveco Parts,2025-06-21T17:36:34,,BATCH-8565,Hazardous Storage,Poor,2025-10-04T21:14:53.740637
INV38185,DEP3,ITEM2470,Wiper Blades,Accessories,258,18,337,39.57,Mercedes Parts,2025-05-06T01:12:42,,BATCH-2440,Cold Storage,Good,2025-10-04T21:14:53.740694
INV89939,DEP3,ITEM9131,Brake Pads,Brake System,161,43,177,41.67,OEM Supplier,2025-02-09T07:28:19,,BATCH-4201,Cold Storage,Good,2025-10-04T21:14:53.740750
INV37077,DEP4,ITEM7869,Brake Lines,Brake System,111,17,382,289.4,Total Oil,2025-06-10T03:03:09,2027-07-14T03:03:09,BATCH-4733,Cold Storage,Good,2025-10-04T21:14:53.740810
INV79306,DEP6,ITEM8235,Battery 12V,Electrical,208,30,414,556.23,Aftermarket Parts,2025-06-10T02:03:26,2028-06-08T02:03:26,BATCH-6958,Warehouse B,Good,2025-10-04T21:14:53.740876
INV58273,DEP3,ITEM3438,Inner Tube,Tires,133,48,481,156.68,International Parts,2025-02-27T15:52:49,,BATCH-6278,Cold Storage,Fair,2025-10-04T21:14:53.740934
INV98504,DEP3,ITEM1855,Wiring Harness,Electrical,198,38,294,105.62,Chevron Parts,2025-02-04T01:59:02,2027-12-23T01:59:02,BATCH-8609,Cold Storage,Good,2025-10-04T21:14:53.740998
INV79375,DEP1,ITEM9584,Brake Fluid,Brake System,483,59,628,68.18,Local Supplier,2025-04-23T12:33:29,,BATCH-8775,Warehouse B,Good,2025-10-04T21:14:53.741057
INV49540,DEP1,ITEM5178,Inner Tube,Tires,94,22,213,247.69,OEM Supplier,2025-06-25T11:30:55,,BATCH-6146,Cold Storage,Poor,2025-10-04T21:14:53.741114
INV12092,DEP1,ITEM1868,Seat Covers,Accessories,35,17,273,67.56,International Parts,2025-04-20T16:01:14,2026-06-26T16:01:14,BATCH-7208,Warehouse A,Good,2025-10-04T21:14:53.741174
INV41524,DEP2,ITEM8940,Fuel Filter,Engine Parts,79,28,147,99.51,Mercedes Parts,2025-05-11T07:57:39,2027-12-08T07:57:39,BATCH-4670,Cold Storage,Good,2025-10-04T21:14:53.741235
INV10270,DEP5,ITEM5590,Brake Pads,Brake System,110,12,162,297.86,Shell Lubricants,2025-03-14T16:22:15,,BATCH-5600,Warehouse B,Poor,2025-10-04T21:14:53.741299
INV32014,DEP3,ITEM1890,Seat Covers,Accessories,134,28,300,407.15,Total Oil,2025-06-16T05:25:00,,BATCH-2623,Warehouse A,Good,2025-10-04T21:14:53.741356
INV69095,DEP3,ITEM4404,Hydraulic Oil,Fluids,289,131,512,20.86,Shell Lubricants,2025-03-07T02:24:26,2026-07-01T02:24:26,BATCH-8551,Warehouse A,Good,2025-10-04T21:14:53.741415
INV16812,DEP4,ITEM5096,Fuel Filter,Engine Parts,74,31,104,407.15,Scania Parts,2025-06-25T13:44:23,2026-09-08T13:44:23,BATCH-9534,Hazardous Storage,Fair,2025-10-04T21:14:53.741475
INV55722,DEP6,ITEM1991,Floor Mats,Accessories,26,18,165,163.38,Aftermarket Parts,2025-04-24T03:27:17,2028-01-11T03:27:17,BATCH-0668,Cold Storage,Poor,2025-10-04T21:14:53.741535
INV73104,DEP3,ITEM5525,Brake Discs,Brake System,73,24,155,469.84,Shell Lubricants,2025-03-21T05:07:00,,BATCH-7639,Cold Storage,Good,2025-10-04T21:14:53.741598
INV34236,DEP4,ITEM2260,Wiring Harness,Electrical,26,14,492,138.18,International Parts,2025-03-11T01:19:31,2027-08-31T01:19:31,BATCH-0643,Cold Storage,Good,2025-10-04T21:14:53.741658
INV50827,DEP2,ITEM6298,First Aid Kit,Accessories,50,30,374,168.04,Aftermarket Parts,2025-03-26T02:52:30,,BATCH-3316,Warehouse A,Good,2025-10-04T21:14:53.741715
INV71291,DEP6,ITEM3155,Brake Fluid,Brake System,466,165,549,24.82,Shell Lubricants,2025-05-16T20:59:13,,BATCH-0331,Hazardous Storage,Good,2025-10-04T21:14:53.741772
INV14432,DEP1,ITEM6425,Battery 12V,Electrical,61,14,370,535.85,Aftermarket Parts,2025-04-20T16:40:08,2027-01-28T16:40:08,BATCH-0300,Hazardous Storage,Good,2025-10-04T21:14:53.741830
INV83125,DEP5,ITEM3332,Fuses,Electrical,125,50,272,407.18,Local Supplier,2025-03-23T21:37:21,2026-10-06T21:37:21,BATCH-0110,Hazardous Storage,Fair,2025-10-04T21:14:53.741890
INV53870,DEP6,ITEM4646,Tire 385/65R22.5,Tires,373,67,402,2272.49,OEM Supplier,2025-05-21T19:27:17,,BATCH-6684,Warehouse B,Good,2025-10-04T21:14:53.741957
INV11145,DEP4,ITEM1846,Brake Pads,Brake System,138,11,139,469.13,Shell Lubricants,2025-02-11T23:45:35,,BATCH-6749,Cold Storage,Fair,2025-10-04T21:14:53.742015
INV87961,DEP3,ITEM8462,First Aid Kit,Accessories,188,15,313,402.51,Chevron Parts,2025-05-04T07:17:00,2027-06-24T07:17:00,BATCH-7832,Warehouse B,Good,2025-10-04T21:14:53.742075
INV97523,DEP2,ITEM9480,Tire 385/65R22.5,Tires,496,26,725,1129.72,Iveco Parts,2025-06-09T20:01:46,,BATCH-9319,Warehouse A,Good,2025-10-04T21:14:53.742132
INV97715,DEP3,ITEM6141,Brake Pads,Brake System,154,36,378,64.81,Shell Lubricants,2025-03-06T08:31:03,,BATCH-0119,Warehouse A,Fair,2025-10-04T21:14:53.742195
INV36844,DEP3,ITEM4376,Brake Lines,Brake System,276,41,397,92.31,Iveco Parts,2025-03-11T02:03:32,2027-02-27T02:03:32,BATCH-6493,Warehouse A,Poor,2025-10-04T21:14:53.742255
INV83060,DEP6,ITEM3882,Grease,Fluids,163,21,330,330.58,Mercedes Parts,2025-06-19T07:48:27,2027-03-10T07:48:27,BATCH-4442,Hazardous Storage,Good,2025-10-04T21:14:53.742316
INV47943,DEP2,ITEM9311,Transmission Fluid,Fluids,462,115,1500,18.6,Shell Lubricants,2025-02-18T06:26:47,2027-11-11T06:26:47,BATCH-5973,Hazardous Storage,Good,2025-10-04T21:14:53.742379
INV73026,DEP4,ITEM8896,Inner Tube,Tires,224,16,228,31.93,MAN Parts,2025-02-25T20:33:31,,BATCH-2636,Warehouse A,Good,2025-10-04T21:14:53.742437
INV12028,DEP4,ITEM7233,Fuel Filter,Engine Parts,91,13,149,138.45,Total Oil,2025-05-03T00:09:06,,BATCH-0439,Warehouse B,Poor,2025-10-04T21:14:53.742493
INV78821,DEP4,ITEM8596,Brake Calipers,Brake System,272,12,430,122.17,Aramco Parts,2025-04-24T06:21:33,2028-03-28T06:21:33,BATCH-7417,Warehouse B,Good,2025-10-04T21:14:53.742552
INV64056,DEP1,ITEM7952,Alternator,Electrical,53,34,214,242.16,Aramco Parts,2025-05-21T03:33:29,,BATCH-7324,Warehouse A,Good,2025-10-04T21:14:53.742610
INV22496,DEP1,ITEM6022,Tool Kit,Accessories,95,33,339,317.01,Aftermarket Parts,2025-05-22T00:31:53,,BATCH-5369,Warehouse A,Good,2025-10-04T21:14:53.742672
INV12093,DEP4,ITEM6858,Battery 12V,Electrical,77,43,335,505.18,Scania Parts,2025-03-11T08:01:22,2026-07-26T08:01:22,BATCH-8681,Warehouse B,Poor,2025-10-04T21:14:53.742732
INV54408,DEP3,ITEM8460,First Aid Kit,Accessories,288,26,389,32.73,Shell Lubricants,2025-06-15T22:27:25,,BATCH-6856,Cold Storage,Good,2025-10-04T21:14:53.742795
INV18807,DEP4,ITEM5947,Wiper Blades,Accessories,121,33,301,202.69,OEM Supplier,2025-01-31T12:26:41,2027-05-10T12:26:41,BATCH-7739,Warehouse A,Fair,2025-10-04T21:14:53.742856
INV40777,DEP5,ITEM9542,Inner Tube,Tires,287,50,356,487.54,MAN Parts,2025-04-10T19:26:46,2028-01-18T19:26:46,BATCH-6213,Warehouse A,Good,2025-10-04T21:14:53.742916
INV98362,DEP5,ITEM9432,Tire 385/65R22.5,Tires,422,65,539,1739.3,BP Components,2025-05-30T00:23:36,2027-02-27T00:23:36,BATCH-8579,Warehouse B,Good,2025-10-04T21:14:53.742982
INV89009,DEP1,ITEM6632,Air Filter,Engine Parts,260,17,354,185.25,International Parts,2025-06-15T04:39:49,,BATCH-5037,Warehouse A,Fair,2025-10-04T21:14:53.743040
INV93747,DEP4,ITEM9469,Tool Kit,Accessories,419,28,443,478.06,MAN Parts,2025-03-18T08:26:10,,BATCH-4205,Cold Storage,Good,2025-10-04T21:14:53.743096
INV53633,DEP6,ITEM2146,Brake Fluid,Brake System,936,178,1608,57.67,Total Oil,2025-05-15T19:12:13,,BATCH-7595,Warehouse B,Good,2025-10-04T21:14:53.743152
INV66019,DEP4,ITEM4513,Transmission Fluid,Fluids,448,153,962,29.93,Local Supplier,2025-02-19T13:05:22,,BATCH-5251,Warehouse A,Poor,2025-10-04T21:14:53.743208
INV73026,DEP2,ITEM2363,Wiring Harness,Electrical,41,30,123,276.55,MAN Parts,2025-02-08T22:55:39,,BATCH-9158,Cold Storage,Good,2025-10-04T21:14:53.743264
INV38140,DEP2,ITEM9840,Brake Lines,Brake System,341,30,430,303.76,Mercedes Parts,2025-06-24T01:02:42,2028-06-22T01:02:42,BATCH-7654,Cold Storage,Good,2025-10-04T21:14:53.743323
INV96129,DEP2,ITEM1646,Starter Motor,Electrical,113,39,167,430.68,Volvo Parts,2025-03-06T00:46:27,2027-01-13T00:46:27,BATCH-8979,Cold Storage,Good,2025-10-04T21:14:53.743394
INV16879,DEP2,ITEM3262,Engine Oil 15W-40,Engine Parts,803,148,1760,31.3,Total Oil,2025-04-21T10:17:04,2027-08-01T10:17:04,BATCH-7837,Cold Storage,Good,2025-10-04T21:14:53.743455
INV28305,DEP3,ITEM3482,First Aid Kit,Accessories,81,38,358,412.26,BP Components,2025-03-12T20:01:26,,BATCH-0043,Warehouse A,Poor,2025-10-04T21:14:53.743514
INV46931,DEP3,ITEM3684,Valve Stems,Tires,189,13,442,222.55,International Parts,2025-02-05T05:06:16,,BATCH-0427,Cold Storage,Good,2025-10-04T21:14:53.743570
INV60287,DEP5,ITEM8881,Power Steering Fluid,Fluids,692,108,1050,68.7,Mercedes Parts,2025-06-07T00:13:21,,BATCH-3528,Warehouse B,Poor,2025-10-04T21:14:53.743627
INV67124,DEP4,ITEM5645,Brake Pads,Brake System,86,28,261,207.12,Shell Lubricants,2025-05-07T15:39:57,,BATCH-8556,Warehouse A,Good,2025-10-04T21:14:53.743683
INV93152,DEP6,ITEM6442,Brake Lines,Brake System,115,15,123,343.79,BP Components,2025-05-13T19:41:59,,BATCH-5765,Warehouse B,Poor,2025-10-04T21:14:53.743738
INV12814,DEP5,ITEM3750,Bulbs,Electrical,147,33,307,144.38,Chevron Parts,2025-03-20T09:31:21,,BATCH-7551,Hazardous Storage,Fair,2025-10-04T21:14:53.743796
INV22669,DEP6,ITEM9139,Battery 12V,Electrical,62,25,195,335.85,OEM Supplier,2025-06-10T17:33:37,,BATCH-4396,Cold Storage,Fair,2025-10-04T21:14:53.743852
INV50714,DEP3,ITEM2232,Tire 315/80R22.5,Tires,248,84,741,880.34,OEM Supplier,2025-04-10T08:16:13,2027-08-08T08:16:13,BATCH-3833,Cold Storage,Poor,2025-10-04T21:14:53.743911
INV88586,DEP3,ITEM6959,Brake Discs,Brake System,92,46,145,281.28,Scania Parts,2025-03-12T03:36:21,,BATCH-5317,Warehouse A,Poor,2025-10-04T21:14:53.743976
INV20087,DEP1,ITEM7479,Brake Fluid,Brake System,822,168,1240,66.49,Aramco Parts,2025-03-23T13:48:00,,BATCH-6283,Cold Storage,Good,2025-10-04T21:14:53.744033
INV24642,DEP6,ITEM8088,Timing Belt,Engine Parts,198,23,332,184.25,Chevron Parts,2025-03-30T20:31:38,2027-12-16T20:31:38,BATCH-9053,Hazardous Storage,Good,2025-10-04T21:14:53.744097
INV69785,DEP5,ITEM4178,Seat Covers,Accessories,111,11,324,364.29,MAN Parts,2025-03-16T05:47:55,2028-03-09T05:47:55,BATCH-5301,Warehouse A,Good,2025-10-04T21:14:53.744162
INV10009,DEP1,ITEM2598,Wiring Harness,Electrical,424,24,467,420.86,Local Supplier,2025-03-18T12:43:19,,BATCH-2880,Hazardous Storage,Good,2025-10-04T21:14:53.744221
INV45549,DEP4,ITEM3596,Tire 295/80R22.5,Tires,254,82,620,1832.88,Aftermarket Parts,2025-04-15T11:04:22,,BATCH-3120,Hazardous Storage,Fair,2025-10-04T21:14:53.744278
INV30266,DEP3,ITEM8972,Battery 12V,Electrical,154,28,232,640.86,OEM Supplier,2025-02-19T14:53:33,2026-10-16T14:53:33,BATCH-3002,Hazardous Storage,Good,2025-10-04T21:14:53.744337
INV65420,DEP1,ITEM9304,Tire 295/80R22.5,Tires,239,77,395,1139.57,Aramco Parts,2025-01-31T22:31:46,,BATCH-8830,Warehouse B,Poor,2025-10-04T21:14:53.744395
INV56525,DEP2,ITEM9938,Bulbs,Electrical,166,19,347,60.34,MAN Parts,2025-03-24T03:51:53,,BATCH-7343,Hazardous Storage,Good,2025-10-04T21:14:53.744452
INV18640,DEP5,ITEM8622,Wiring Harness,Electrical,243,31,452,411.6,Aftermarket Parts,2025-01-31T19:59:24,2027-06-10T19:59:24,BATCH-3312,Cold Storage,Good,2025-10-04T21:14:53.744513
INV24167,DEP4,ITEM6535,First Aid Kit,Accessories,43,30,104,267.32,BP Components,2025-02-12T01:38:54,,BATCH-8766,Warehouse A,Good,2025-10-04T21:14:53.744582
INV92311,DEP4,ITEM9741,Valve Stems,Tires,230,48,417,67.02,Local Supplier,2025-06-26T06:39:49,,BATCH-1185,Cold Storage,Poor,2025-10-04T21:14:53.744639
INV22037,DEP3,ITEM1283,Hydraulic Oil,Fluids,1177,88,1732,27.95,Aftermarket Parts,2025-03-10T03:42:53,2027-08-28T03:42:53,BATCH-1716,Cold Storage,Good,2025-10-04T21:14:53.744699
INV71329,DEP2,ITEM7034,Wiring Harness,Electrical,25,10,268,163.82,Local Supplier,2025-04-13T00:16:27,2026-07-17T00:16:27,BATCH-6466,Hazardous Storage,Poor,2025-10-04T21:14:53.744765
INV51471,DEP3,ITEM3660,Fuses,Electrical,30,26,350,105.03,Scania Parts,2025-02-14T02:52:41,2026-07-08T02:52:41,BATCH-4959,Warehouse A,Fair,2025-10-04T21:14:53.744826
INV98430,DEP4,ITEM8560,Hydraulic Oil,Fluids,719,171,1143,59.35,Aramco Parts,2025-03-30T06:18:32,2026-07-17T06:18:32,BATCH-7266,Warehouse A,Good,2025-10-04T21:14:53.744887
INV80149,DEP4,ITEM2450,Valve Stems,Tires,224,17,396,486.75,Chevron Parts,2025-03-27T14:23:41,2028-02-21T14:23:41,BATCH-3691,Warehouse A,Good,2025-10-04T21:14:53.744948
INV58528,DEP2,ITEM9437,Wiper Blades,Accessories,117,40,179,344.46,Aramco Parts,2025-03-23T02:30:14,,BATCH-7025,Cold Storage,Poor,2025-10-04T21:14:53.745005
INV79577,DEP4,ITEM6202,Wiring Harness,Electrical,50,39,373,492.78,OEM Supplier,2025-04-20T17:44:28,,BATCH-6814,Cold Storage,Good,2025-10-04T21:14:53.745062
INV73158,DEP5,ITEM6512,Engine Oil 15W-40,Engine Parts,136,112,1444,30.11,Chevron Parts,2025-04-21T16:32:14,,BATCH-6903,Warehouse B,Poor,2025-10-04T21:14:53.745118
INV70943,DEP3,ITEM9318,Tire 385/65R22.5,Tires,145,36,223,1179.34,BP Components,2025-05-31T09:17:59,2028-01-21T09:17:59,BATCH-3769,Warehouse B,Poor,2025-10-04T21:14:53.745183
INV76920,DEP2,ITEM2223,Tool Kit,Accessories,166,39,282,428.56,MAN Parts,2025-05-10T00:57:47,2027-11-01T00:57:47,BATCH-2950,Warehouse B,Poor,2025-10-04T21:14:53.745245
INV91338,DEP3,ITEM2385,Brake Lines,Brake System,51,50,193,475.46,Aftermarket Parts,2025-06-03T16:34:58,,BATCH-1158,Warehouse A,Good,2025-10-04T21:14:53.745304
INV81399,DEP5,ITEM7921,Brake Calipers,Brake System,131,11,380,284.29,Scania Parts,2025-02-15T02:26:55,2026-12-09T02:26:55,BATCH-3270,Hazardous Storage,Poor,2025-10-04T21:14:53.745363
INV54461,DEP1,ITEM2405,Fuel Filter,Engine Parts,224,26,241,115.65,Aftermarket Parts,2025-03-11T18:15:07,2026-10-09T18:15:07,BATCH-5368,Hazardous Storage,Poor,2025-10-04T21:14:53.745423
INV43615,DEP3,ITEM7486,Fuel Filter,Engine Parts,281,28,292,245.05,Mercedes Parts,2025-06-07T20:03:38,2028-03-24T20:03:38,BATCH-3951,Warehouse A,Good,2025-10-04T21:14:53.745490
INV22154,DEP6,ITEM1942,Floor Mats,Accessories,321,17,435,403.49,BP Components,2025-05-06T10:46:21,,BATCH-0491,Cold Storage,Good,2025-10-04T21:14:53.745550
INV95941,DEP6,ITEM5602,Mirrors,Accessories,170,16,209,70.2,OEM Supplier,2025-02-24T06:56:35,2028-01-09T06:56:35,BATCH-6631,Warehouse B,Good,2025-10-04T21:14:53.745610
INV85492,DEP6,ITEM1570,Timing Belt,Engine Parts,498,22,500,84.73,OEM Supplier,2025-05-23T02:22:20,,BATCH-0663,Cold Storage,Fair,2025-10-04T21:14:53.745668
INV16636,DEP3,ITEM7402,Alternator,Electrical,97,36,107,123.62,Iveco Parts,2025-05-18T08:05:32,2026-10-16T08:05:32,BATCH-7797,Hazardous Storage,Fair,2025-10-04T21:14:53.745727
INV16603,DEP2,ITEM9056,Wiper Blades,Accessories,227,10,298,346.68,MAN Parts,2025-04-09T05:56:39,2027-02-05T05:56:39,BATCH-0712,Cold Storage,Fair,2025-10-04T21:14:53.745793
INV94079,DEP1,ITEM2289,Timing Belt,Engine Parts,126,11,392,170.62,Local Supplier,2025-04-03T22:39:49,2026-08-07T22:39:49,BATCH-3892,Cold Storage,Good,2025-10-04T21:14:53.745854
INV49853,DEP2,ITEM3183,Power Steering Fluid,Fluids,1079,121,1230,29.65,Shell Lubricants,2025-04-10T01:29:06,,BATCH-4080,Hazardous Storage,Good,2025-10-04T21:14:53.745913
INV75327,DEP5,ITEM7776,Seat Covers,Accessories,80,32,102,136.53,BP Components,2025-02-06T22:53:32,,BATCH-4643,Warehouse B,Poor,2025-10-04T21:14:53.745974
INV73826,DEP2,ITEM3732,Grease,Fluids,43,43,112,130.51,Mercedes Parts,2025-04-29T01:01:14,2027-02-08T01:01:14,BATCH-6983,Cold Storage,Fair,2025-10-04T21:14:53.746035
INV76720,DEP2,ITEM1688,Alternator,Electrical,375,29,411,143.74,Volvo Parts,2025-04-19T17:37:17,,BATCH-8177,Warehouse B,Good,2025-10-04T21:14:53.746102
INV60035,DEP5,ITEM2381,Brake Pads,Brake System,105,18,207,352.78,Aramco Parts,2025-03-15T23:03:17,,BATCH-5632,Hazardous Storage,Fair,2025-10-04T21:14:53.746166
INV54688,DEP6,ITEM1078,Spark Plugs,Engine Parts,345,37,485,288.48,Local Supplier,2025-03-30T04:52:19,,BATCH-5205,Warehouse A,Good,2025-10-04T21:14:53.746224
INV38632,DEP2,ITEM3755,Brake Pads,Brake System,31,16,461,265.71,Scania Parts,2025-03-19T22:24:37,,BATCH-8704,Hazardous Storage,Fair,2025-10-04T21:14:53.746280
INV26985,DEP6,ITEM4367,Tire 295/80R22.5,Tires,375,94,539,1506.89,Total Oil,2025-02-26T18:48:50,,BATCH-3827,Cold Storage,Good,2025-10-04T21:14:53.746337
INV10569,DEP1,ITEM7464,Power Steering Fluid,Fluids,389,174,1598,62.58,Aftermarket Parts,2025-02-17T05:12:57,,BATCH-3709,Warehouse B,Good,2025-10-04T21:14:53.746398
INV26607,DEP2,ITEM7034,Tire 315/80R22.5,Tires,314,36,685,1147.71,Volvo Parts,2025-06-25T16:00:06,,BATCH-1345,Warehouse A,Fair,2025-10-04T21:14:53.746455
INV57325,DEP3,ITEM3390,Grease,Fluids,91,22,103,378.67,Mercedes Parts,2025-06-17T05:31:33,2028-01-30T05:31:33,BATCH-5038,Warehouse B,Good,2025-10-04T21:14:53.746514
INV23612,DEP5,ITEM7731,Tire 295/80R22.5,Tires,83,83,407,1049.4,Aramco Parts,2025-06-07T23:37:25,,BATCH-8596,Hazardous Storage,Good,2025-10-04T21:14:53.746572
INV33035,DEP2,ITEM8054,Tire 315/80R22.5,Tires,345,94,686,933.29,Volvo Parts,2025-04-10T13:32:47,2028-02-02T13:32:47,BATCH-6496,Hazardous Storage,Good,2025-10-04T21:14:53.746631
INV54524,DEP1,ITEM5318,Tire 315/80R22.5,Tires,444,40,649,1426.94,Total Oil,2025-05-18T17:42:05,2027-09-17T17:42:05,BATCH-0683,Hazardous Storage,Poor,2025-10-04T21:14:53.746694
