schedule_id,customer_id,vehicle_id,driver_id,scheduled_date,scheduled_time,delivery_window_start,delivery_window_end,priority_level,delivery_type,estimated_duration_hours,special_requirements,status,created_at
SCH79620,CUST6781,ALD7161,DRV3959,2025-03-16T12:10:46,12:10,12:00,16:00,Medium,Express,2.86,['Express Delivery'],In Progress,2025-10-04T23:50:00.872901
SCH91334,CUST9873,ALD9662,DRV5868,2025-06-01T17:52:24,17:52,12:00,16:00,Medium,Refrigerated,4.92,['Temperature Control'],Completed,2025-10-04T23:50:00.873000
SCH58669,CUST3788,ALD4109,DRV4098,2025-05-29T08:15:23,08:15,12:00,16:00,Medium,Standard,2.87,['Fragile Handling'],Completed,2025-10-04T23:50:00.873076
SCH51356,CUST4678,ALD6856,DRV9921,2025-06-16T08:08:29,08:08,16:00,20:00,Medium,Express,2.82,['Express Delivery'],Scheduled,2025-10-04T23:50:00.873151
SCH68209,CUST2930,ALD2220,DRV2012,2025-06-16T02:14:13,02:14,16:00,20:00,Low,Emergency,1.91,['Standard Delivery'],In Progress,2025-10-04T23:50:00.873240
SCH66276,CUST5538,ALD2124,DRV9767,2025-02-08T22:09:05,22:09,16:00,20:00,Low,Emergency,1.3,['Standard Delivery'],Cancelled,2025-10-04T23:50:00.873310
SCH24801,CUST9829,ALD4237,DRV5184,2025-05-06T20:37:09,20:37,16:00,20:00,Medium,Scheduled,6.44,['Standard Delivery'],Completed,2025-10-04T23:50:00.873376
SCH89222,CUST2110,ALD2069,DRV6842,2025-03-14T07:28:16,07:28,12:00,16:00,Medium,Emergency,1.67,['Standard Delivery'],Cancelled,2025-10-04T23:50:00.873444
SCH90857,CUST2999,ALD4821,DRV2441,2025-01-17T20:14:35,20:14,12:00,16:00,Low,Express,1.73,['Express Delivery'],Completed,2025-10-04T23:50:00.873510
SCH26946,CUST8944,ALD3607,DRV4918,2025-01-04T04:17:35,04:17,08:00,12:00,Medium,Scheduled,5.7,['Standard Delivery'],Completed,2025-10-04T23:50:00.873575
SCH13110,CUST2426,ALD1688,DRV5981,2025-01-13T12:22:41,12:22,12:00,16:00,Medium,Refrigerated,4.28,['Temperature Control'],Scheduled,2025-10-04T23:50:00.873655
SCH73671,CUST4979,ALD6108,DRV7351,2025-04-17T09:21:56,09:21,16:00,20:00,Medium,Emergency,1.63,['Fragile Handling'],Completed,2025-10-04T23:50:00.873723
SCH67804,CUST8298,ALD8177,DRV5236,2025-04-02T23:16:10,23:16,12:00,16:00,Medium,Bulk,9.72,['Standard Delivery'],Scheduled,2025-10-04T23:50:00.873799
SCH63143,CUST8795,ALD1699,DRV5943,2025-02-11T06:15:10,06:15,20:00,24:00,Medium,Emergency,1.86,['Hazardous Materials'],In Progress,2025-10-04T23:50:00.873870
SCH40457,CUST1877,ALD4636,DRV1660,2025-02-28T03:57:42,03:57,16:00,20:00,Medium,Emergency,0.96,['Standard Delivery'],Scheduled,2025-10-04T23:50:00.873935
SCH53808,CUST6643,ALD9020,DRV4861,2025-05-17T21:30:13,21:30,20:00,24:00,Medium,Express,2.12,['Express Delivery'],In Progress,2025-10-04T23:50:00.874002
SCH49215,CUST4382,ALD3175,DRV6049,2025-06-23T14:53:30,14:53,12:00,16:00,Medium,Emergency,1.82,['Standard Delivery'],In Progress,2025-10-04T23:50:00.874067
SCH61315,CUST9653,ALD3307,DRV5442,2025-03-31T08:36:18,08:36,16:00,20:00,Medium,Refrigerated,5.36,"['Temperature Control', 'Fragile Handling']",Scheduled,2025-10-04T23:50:00.874133
SCH27231,CUST8685,ALD2293,DRV9619,2025-04-20T16:48:40,16:48,08:00,12:00,High,Express,1.98,['Express Delivery'],Scheduled,2025-10-04T23:50:00.874198
SCH96623,CUST2146,ALD9194,DRV5458,2025-01-10T22:54:24,22:54,12:00,16:00,High,Scheduled,6.78,['Standard Delivery'],Scheduled,2025-10-04T23:50:00.874263
SCH58384,CUST7648,ALD6228,DRV7991,2025-03-12T18:19:45,18:19,12:00,16:00,High,Bulk,6.19,['Standard Delivery'],Scheduled,2025-10-04T23:50:00.874333
SCH48032,CUST2796,ALD1365,DRV4340,2025-04-07T14:06:07,14:06,20:00,24:00,Medium,Refrigerated,2.09,['Temperature Control'],Scheduled,2025-10-04T23:50:00.874399
SCH37877,CUST4151,ALD9979,DRV8181,2025-04-10T04:50:21,04:50,08:00,12:00,Medium,Refrigerated,5.4,['Temperature Control'],In Progress,2025-10-04T23:50:00.874465
SCH23124,CUST4183,ALD2127,DRV8894,2025-01-21T11:07:20,11:07,20:00,24:00,Medium,Scheduled,5.54,['Standard Delivery'],Scheduled,2025-10-04T23:50:00.874530
SCH97059,CUST5202,ALD2371,DRV7615,2025-02-01T04:55:13,04:55,12:00,16:00,Medium,Standard,2.41,['Hazardous Materials'],Completed,2025-10-04T23:50:00.874594
SCH60025,CUST7587,ALD9805,DRV1389,2025-04-23T22:19:26,22:19,08:00,12:00,Low,Bulk,9.34,['Standard Delivery'],Cancelled,2025-10-04T23:50:00.874664
SCH54807,CUST6960,ALD6334,DRV6832,2025-05-21T05:07:08,05:07,16:00,20:00,Low,Express,3.82,['Express Delivery'],Completed,2025-10-04T23:50:00.874731
SCH21220,CUST6123,ALD7767,DRV1904,2025-01-03T08:35:24,08:35,16:00,20:00,Medium,Bulk,4.35,['Standard Delivery'],Scheduled,2025-10-04T23:50:00.874803
SCH76455,CUST1699,ALD7965,DRV7276,2025-05-29T15:54:26,15:54,08:00,12:00,Low,Bulk,6.51,['Standard Delivery'],Scheduled,2025-10-04T23:50:00.874869
SCH69285,CUST7012,ALD2787,DRV9255,2025-06-22T04:10:02,04:10,16:00,20:00,Medium,Refrigerated,4.5,['Temperature Control'],Scheduled,2025-10-04T23:50:00.874935
SCH35399,CUST6135,ALD2082,DRV4958,2025-04-27T08:40:05,08:40,20:00,24:00,High,Express,3.48,['Express Delivery'],Scheduled,2025-10-04T23:50:00.875005
SCH50068,CUST2799,ALD1397,DRV6408,2025-03-30T14:15:41,14:15,08:00,12:00,Low,Scheduled,7.51,['Fragile Handling'],Scheduled,2025-10-04T23:50:00.875072
SCH28068,CUST9645,ALD1023,DRV9985,2025-02-17T23:56:14,23:56,08:00,12:00,Low,Refrigerated,4.22,['Temperature Control'],Scheduled,2025-10-04T23:50:00.875137
SCH46763,CUST4246,ALD1388,DRV1948,2025-06-19T04:20:16,04:20,08:00,12:00,Medium,Standard,2.48,['Standard Delivery'],Cancelled,2025-10-04T23:50:00.875202
SCH77728,CUST2118,ALD6659,DRV3707,2025-03-11T14:01:41,14:01,16:00,20:00,Medium,Emergency,0.53,['Standard Delivery'],Scheduled,2025-10-04T23:50:00.875270
SCH97306,CUST2674,ALD3801,DRV7326,2025-02-18T08:10:18,08:10,08:00,12:00,Medium,Scheduled,3.8,['Fragile Handling'],Completed,2025-10-04T23:50:00.880290
SCH69252,CUST3994,ALD3111,DRV3572,2025-06-27T20:57:35,20:57,16:00,20:00,Medium,Standard,3.41,['Standard Delivery'],In Progress,2025-10-04T23:50:00.880708
SCH24354,CUST4823,ALD6794,DRV1523,2025-05-09T03:15:17,03:15,16:00,20:00,High,Express,2.88,['Express Delivery'],Scheduled,2025-10-04T23:50:00.881772
SCH38378,CUST8482,ALD3113,DRV8457,2025-03-16T13:00:25,13:00,08:00,12:00,Low,Express,1.31,['Express Delivery'],Completed,2025-10-04T23:50:00.881923
SCH49771,CUST9202,ALD7475,DRV1040,2025-06-20T16:03:19,16:03,20:00,24:00,Medium,Bulk,11.7,['Standard Delivery'],Scheduled,2025-10-04T23:50:00.882055
SCH13665,CUST5805,ALD7229,DRV2916,2025-03-28T16:50:31,16:50,08:00,12:00,Medium,Express,2.52,"['Fragile Handling', 'Express Delivery']",Completed,2025-10-04T23:50:00.882199
SCH32827,CUST4829,ALD5859,DRV2922,2025-05-09T09:30:34,09:30,12:00,16:00,Low,Express,1.39,['Express Delivery'],Completed,2025-10-04T23:50:00.882328
SCH74713,CUST3186,ALD7014,DRV6462,2025-06-02T06:31:29,06:31,20:00,24:00,Low,Refrigerated,3.03,['Temperature Control'],Scheduled,2025-10-04T23:50:00.882453
SCH44329,CUST7736,ALD1804,DRV1583,2025-02-23T14:40:35,14:40,08:00,12:00,Medium,Refrigerated,6.16,['Temperature Control'],Scheduled,2025-10-04T23:50:00.882564
SCH33008,CUST8309,ALD1374,DRV9512,2025-03-20T15:27:47,15:27,12:00,16:00,High,Refrigerated,7.79,['Temperature Control'],Completed,2025-10-04T23:50:00.882672
SCH21676,CUST1124,ALD9555,DRV1954,2025-01-06T11:55:37,11:55,12:00,16:00,Low,Refrigerated,6.16,['Temperature Control'],Scheduled,2025-10-04T23:50:00.882779
SCH46693,CUST3160,ALD6626,DRV1403,2025-06-27T05:21:07,05:21,16:00,20:00,Medium,Refrigerated,2.08,"['Temperature Control', 'Hazardous Materials']",In Progress,2025-10-04T23:50:00.882885
SCH33513,CUST4243,ALD1902,DRV9184,2025-01-25T00:05:38,00:05,16:00,20:00,Medium,Bulk,7.81,['Standard Delivery'],Scheduled,2025-10-04T23:50:00.882992
SCH27242,CUST8357,ALD4399,DRV7512,2025-05-02T21:22:57,21:22,20:00,24:00,Medium,Refrigerated,5.76,['Temperature Control'],In Progress,2025-10-04T23:50:00.883102
SCH52124,CUST5476,ALD8481,DRV4587,2025-05-13T07:59:04,07:59,16:00,20:00,Medium,Refrigerated,2.86,['Temperature Control'],Completed,2025-10-04T23:50:00.883250
SCH25910,CUST8326,ALD2874,DRV3268,2025-06-05T15:19:16,15:19,16:00,20:00,Medium,Refrigerated,3.34,['Temperature Control'],In Progress,2025-10-04T23:50:00.883389
SCH26255,CUST8858,ALD7818,DRV5125,2025-03-16T17:54:15,17:54,12:00,16:00,Medium,Express,3.31,['Express Delivery'],Scheduled,2025-10-04T23:50:00.883509
SCH48103,CUST2678,ALD1817,DRV8124,2025-03-23T02:19:51,02:19,12:00,16:00,Medium,Bulk,7.3,['Standard Delivery'],Scheduled,2025-10-04T23:50:00.883629
SCH21439,CUST9571,ALD4093,DRV1624,2025-04-06T02:04:26,02:04,12:00,16:00,High,Bulk,5.5,['Standard Delivery'],Cancelled,2025-10-04T23:50:00.883755
SCH85038,CUST3115,ALD3595,DRV1236,2025-02-16T22:57:51,22:57,08:00,12:00,Medium,Bulk,7.26,['Standard Delivery'],Completed,2025-10-04T23:50:00.883917
SCH94459,CUST3841,ALD6986,DRV8872,2025-01-10T14:09:15,14:09,20:00,24:00,Medium,Emergency,1.92,['Standard Delivery'],Scheduled,2025-10-04T23:50:00.884115
SCH62529,CUST1337,ALD3143,DRV1626,2025-04-05T19:49:42,19:49,20:00,24:00,Low,Express,2.08,"['Fragile Handling', 'Express Delivery']",Completed,2025-10-04T23:50:00.884302
SCH97166,CUST5081,ALD2591,DRV4879,2025-02-19T17:06:03,17:06,16:00,20:00,Medium,Scheduled,7.08,['Standard Delivery'],Cancelled,2025-10-04T23:50:00.884455
SCH85211,CUST5635,ALD9855,DRV8372,2025-03-26T13:18:06,13:18,20:00,24:00,Low,Emergency,0.94,['Standard Delivery'],Completed,2025-10-04T23:50:00.884578
SCH46480,CUST5579,ALD1057,DRV5430,2025-06-13T07:10:55,07:10,08:00,12:00,Medium,Emergency,1.74,['Standard Delivery'],Completed,2025-10-04T23:50:00.884713
SCH32979,CUST2492,ALD2149,DRV4950,2025-03-15T18:23:10,18:23,12:00,16:00,Medium,Emergency,1.0,['Standard Delivery'],Completed,2025-10-04T23:50:00.884845
SCH84779,CUST8482,ALD1056,DRV7826,2025-06-02T07:20:11,07:20,16:00,20:00,Medium,Emergency,1.55,['Standard Delivery'],Scheduled,2025-10-04T23:50:00.884989
SCH62983,CUST4049,ALD8742,DRV7583,2025-01-14T07:53:47,07:53,20:00,24:00,Low,Scheduled,4.23,['Standard Delivery'],Cancelled,2025-10-04T23:50:00.885133
SCH70645,CUST8786,ALD3651,DRV4907,2025-06-27T13:41:17,13:41,16:00,20:00,Medium,Scheduled,2.88,['Hazardous Materials'],Scheduled,2025-10-04T23:50:00.885230
SCH96685,CUST6821,ALD2904,DRV6344,2025-05-18T06:28:08,06:28,20:00,24:00,Low,Bulk,5.98,"['Hazardous Materials', 'Fragile Handling']",Cancelled,2025-10-04T23:50:00.885319
SCH34692,CUST6265,ALD1441,DRV4011,2025-05-28T10:08:46,10:08,20:00,24:00,Medium,Refrigerated,5.15,['Temperature Control'],Scheduled,2025-10-04T23:50:00.885398
SCH68041,CUST4972,ALD1944,DRV6543,2025-02-24T07:20:00,07:20,12:00,16:00,High,Scheduled,2.15,['Standard Delivery'],Cancelled,2025-10-04T23:50:00.885474
SCH31907,CUST9253,ALD2038,DRV8275,2025-03-12T09:46:48,09:46,08:00,12:00,Low,Scheduled,2.86,['Standard Delivery'],In Progress,2025-10-04T23:50:00.885568
SCH87122,CUST9618,ALD5270,DRV1439,2025-02-22T18:16:48,18:16,08:00,12:00,Medium,Bulk,4.11,['Hazardous Materials'],Completed,2025-10-04T23:50:00.885646
SCH93532,CUST4385,ALD6690,DRV9237,2025-01-10T18:02:50,18:02,16:00,20:00,Medium,Scheduled,5.3,['Standard Delivery'],Scheduled,2025-10-04T23:50:00.885721
SCH47467,CUST3170,ALD7904,DRV5529,2025-03-20T14:59:04,14:59,16:00,20:00,Low,Scheduled,3.82,['Standard Delivery'],Scheduled,2025-10-04T23:50:00.885808
SCH60492,CUST2278,ALD8943,DRV9708,2025-06-29T09:19:01,09:19,12:00,16:00,Medium,Express,2.32,['Express Delivery'],In Progress,2025-10-04T23:50:00.885884
SCH85607,CUST7208,ALD7889,DRV2709,2025-03-07T10:12:31,10:12,16:00,20:00,Medium,Scheduled,6.77,['Hazardous Materials'],Cancelled,2025-10-04T23:50:00.885958
SCH89164,CUST5757,ALD2094,DRV3842,2025-03-12T17:19:03,17:19,20:00,24:00,Medium,Refrigerated,7.9,['Temperature Control'],Scheduled,2025-10-04T23:50:00.886031
SCH94165,CUST6467,ALD9592,DRV9565,2025-02-07T20:46:07,20:46,20:00,24:00,Medium,Emergency,1.71,['Fragile Handling'],Completed,2025-10-04T23:50:00.886102
SCH48742,CUST7925,ALD7028,DRV7745,2025-05-02T08:20:31,08:20,08:00,12:00,Medium,Refrigerated,5.19,['Temperature Control'],Cancelled,2025-10-04T23:50:00.886172
SCH23041,CUST7209,ALD5657,DRV1795,2025-02-02T10:33:00,10:33,08:00,12:00,Medium,Scheduled,7.75,['Standard Delivery'],In Progress,2025-10-04T23:50:00.886244
SCH36035,CUST6577,ALD1929,DRV7997,2025-05-18T16:56:52,16:56,20:00,24:00,High,Express,3.83,['Express Delivery'],Cancelled,2025-10-04T23:50:00.886309
SCH49194,CUST2813,ALD3537,DRV6013,2025-03-28T16:45:01,16:45,16:00,20:00,Low,Standard,7.23,['Fragile Handling'],Scheduled,2025-10-04T23:50:00.886378
SCH17859,CUST1728,ALD7867,DRV4086,2025-06-23T03:50:36,03:50,20:00,24:00,Low,Express,3.59,['Express Delivery'],In Progress,2025-10-04T23:50:00.886446
SCH50585,CUST7356,ALD6314,DRV8330,2025-06-03T13:01:39,13:01,12:00,16:00,Medium,Standard,6.87,['Standard Delivery'],Scheduled,2025-10-04T23:50:00.886515
SCH80574,CUST2523,ALD7364,DRV8971,2025-01-03T09:06:14,09:06,20:00,24:00,Medium,Emergency,0.97,['Standard Delivery'],Scheduled,2025-10-04T23:50:00.886582
SCH28509,CUST7018,ALD3163,DRV6151,2025-04-14T22:46:42,22:46,08:00,12:00,Medium,Emergency,1.31,['Standard Delivery'],Completed,2025-10-04T23:50:00.886647
SCH12038,CUST9022,ALD3758,DRV7282,2025-02-08T22:05:08,22:05,16:00,20:00,Low,Scheduled,5.57,['Standard Delivery'],Cancelled,2025-10-04T23:50:00.886712
SCH77860,CUST3327,ALD5478,DRV8792,2025-06-28T15:34:21,15:34,20:00,24:00,Medium,Express,1.66,['Express Delivery'],Scheduled,2025-10-04T23:50:00.886777
SCH81543,CUST4903,ALD2898,DRV7707,2025-05-30T21:30:19,21:30,12:00,16:00,Medium,Standard,4.66,['Standard Delivery'],Cancelled,2025-10-04T23:50:00.886841
SCH71806,CUST1974,ALD8692,DRV7269,2025-06-17T11:46:20,11:46,20:00,24:00,Low,Express,1.51,['Express Delivery'],In Progress,2025-10-04T23:50:00.886906
SCH18729,CUST4849,ALD8736,DRV1394,2025-06-07T02:42:57,02:42,12:00,16:00,Medium,Express,1.78,['Express Delivery'],Completed,2025-10-04T23:50:00.886970
SCH82416,CUST2308,ALD5471,DRV9118,2025-01-19T22:21:55,22:21,20:00,24:00,Medium,Scheduled,2.05,['Standard Delivery'],Cancelled,2025-10-04T23:50:00.887035
SCH67940,CUST8886,ALD8044,DRV8690,2025-03-24T01:41:27,01:41,08:00,12:00,Low,Scheduled,5.95,['Standard Delivery'],Scheduled,2025-10-04T23:50:00.887105
SCH38969,CUST4093,ALD6556,DRV3459,2025-04-19T01:40:31,01:40,08:00,12:00,Medium,Standard,3.9,['Standard Delivery'],Completed,2025-10-04T23:50:00.887179
SCH28833,CUST1087,ALD9082,DRV9013,2025-06-16T00:16:27,00:16,12:00,16:00,Medium,Emergency,0.73,['Standard Delivery'],Scheduled,2025-10-04T23:50:00.887253
SCH93757,CUST1084,ALD1426,DRV1872,2025-03-26T02:52:03,02:52,20:00,24:00,High,Bulk,4.68,['Hazardous Materials'],Cancelled,2025-10-04T23:50:00.887322
SCH39125,CUST7737,ALD3657,DRV3183,2025-03-24T08:55:52,08:55,16:00,20:00,Medium,Standard,3.97,['Hazardous Materials'],Scheduled,2025-10-04T23:50:00.887386
SCH10775,CUST4594,ALD3211,DRV8381,2025-06-25T08:16:08,08:16,16:00,20:00,Medium,Express,3.89,"['Hazardous Materials', 'Express Delivery']",Scheduled,2025-10-04T23:50:00.887451
SCH22045,CUST4429,ALD9230,DRV9956,2025-02-02T01:39:41,01:39,16:00,20:00,Medium,Bulk,7.06,['Hazardous Materials'],Scheduled,2025-10-04T23:50:00.887520
SCH31116,CUST9884,ALD6871,DRV7168,2025-02-22T04:21:14,04:21,12:00,16:00,Low,Express,1.03,['Express Delivery'],Cancelled,2025-10-04T23:50:00.887585
SCH62775,CUST1739,ALD2283,DRV9718,2025-02-20T15:21:41,15:21,08:00,12:00,Medium,Express,1.94,"['Hazardous Materials', 'Express Delivery']",Cancelled,2025-10-04T23:50:00.887651
SCH65752,CUST8358,ALD1559,DRV6863,2025-04-10T04:29:24,04:29,16:00,20:00,Low,Refrigerated,3.76,['Temperature Control'],Scheduled,2025-10-04T23:50:00.887715
SCH68755,CUST8297,ALD4134,DRV2860,2025-01-02T10:44:40,10:44,16:00,20:00,Low,Express,1.32,"['Hazardous Materials', 'Fragile Handling', 'Express Delivery']",In Progress,2025-10-04T23:50:00.887780
SCH31311,CUST8267,ALD2315,DRV6129,2025-04-30T19:53:24,19:53,12:00,16:00,Medium,Emergency,0.7,['Standard Delivery'],Scheduled,2025-10-04T23:50:00.887849
SCH22479,CUST3840,ALD8451,DRV9643,2025-03-10T01:22:35,01:22,16:00,20:00,Medium,Express,2.58,['Express Delivery'],Scheduled,2025-10-04T23:50:00.887916
SCH50211,CUST9590,ALD3091,DRV4649,2025-04-01T16:50:51,16:50,20:00,24:00,Medium,Express,1.68,['Express Delivery'],Scheduled,2025-10-04T23:50:00.887984
SCH22495,CUST7997,ALD8098,DRV3518,2025-05-02T09:08:10,09:08,16:00,20:00,Low,Emergency,0.89,['Standard Delivery'],Cancelled,2025-10-04T23:50:00.888049
SCH32910,CUST9942,ALD1262,DRV9710,2025-06-27T05:01:00,05:01,20:00,24:00,High,Emergency,1.08,['Standard Delivery'],In Progress,2025-10-04T23:50:00.888114
SCH94285,CUST6657,ALD6267,DRV3901,2025-02-18T05:41:10,05:41,16:00,20:00,Medium,Refrigerated,5.14,['Temperature Control'],Scheduled,2025-10-04T23:50:00.888178
SCH51809,CUST1830,ALD4793,DRV9800,2025-03-11T21:47:32,21:47,08:00,12:00,Medium,Refrigerated,3.21,"['Temperature Control', 'Hazardous Materials', 'Fragile Handling']",Scheduled,2025-10-04T23:50:00.888244
SCH55383,CUST1982,ALD9998,DRV1224,2025-04-13T15:59:27,15:59,12:00,16:00,Medium,Express,1.39,['Express Delivery'],Cancelled,2025-10-04T23:50:00.888314
SCH13547,CUST5622,ALD1653,DRV1187,2025-04-09T08:50:17,08:50,12:00,16:00,High,Emergency,1.29,['Standard Delivery'],Scheduled,2025-10-04T23:50:00.888381
SCH20279,CUST9736,ALD3078,DRV4011,2025-06-16T07:00:20,07:00,16:00,20:00,Medium,Refrigerated,2.43,"['Temperature Control', 'Fragile Handling']",Cancelled,2025-10-04T23:50:00.888452
SCH88640,CUST3133,ALD6920,DRV6719,2025-03-05T00:59:00,00:59,12:00,16:00,Medium,Emergency,1.7,['Standard Delivery'],In Progress,2025-10-04T23:50:00.888527
SCH24544,CUST3912,ALD9007,DRV1004,2025-04-15T06:10:43,06:10,08:00,12:00,Medium,Refrigerated,4.27,['Temperature Control'],Scheduled,2025-10-04T23:50:00.888605
SCH69028,CUST7439,ALD9650,DRV1462,2025-04-09T00:12:00,00:12,08:00,12:00,Medium,Express,3.2,['Express Delivery'],Scheduled,2025-10-04T23:50:00.888672
SCH11849,CUST4490,ALD7517,DRV6967,2025-06-06T13:23:22,13:23,16:00,20:00,Medium,Emergency,1.03,['Standard Delivery'],Scheduled,2025-10-04T23:50:00.888737
SCH37212,CUST8086,ALD6483,DRV8799,2025-06-15T17:31:32,17:31,16:00,20:00,Low,Bulk,5.83,['Standard Delivery'],Cancelled,2025-10-04T23:50:00.888841
SCH33790,CUST1738,ALD7908,DRV8563,2025-03-18T05:34:52,05:34,08:00,12:00,High,Bulk,10.05,['Standard Delivery'],Scheduled,2025-10-04T23:50:00.888912
SCH74921,CUST7920,ALD9078,DRV7392,2025-05-02T10:58:55,10:58,20:00,24:00,Medium,Scheduled,7.99,['Standard Delivery'],In Progress,2025-10-04T23:50:00.888978
SCH35660,CUST6020,ALD2598,DRV2128,2025-05-08T20:54:44,20:54,16:00,20:00,Medium,Bulk,7.52,['Standard Delivery'],In Progress,2025-10-04T23:50:00.889047
SCH86856,CUST3939,ALD4510,DRV6034,2025-01-04T15:46:36,15:46,12:00,16:00,Medium,Express,2.43,['Express Delivery'],Scheduled,2025-10-04T23:50:00.889117
SCH92588,CUST3155,ALD5808,DRV3574,2025-02-20T17:41:35,17:41,12:00,16:00,Medium,Express,1.4,['Express Delivery'],Scheduled,2025-10-04T23:50:00.889188
SCH98016,CUST6495,ALD4756,DRV1964,2025-01-27T06:47:07,06:47,08:00,12:00,High,Express,2.05,"['Hazardous Materials', 'Fragile Handling', 'Express Delivery']",Completed,2025-10-04T23:50:00.889257
SCH14639,CUST4615,ALD3061,DRV7729,2025-04-12T11:51:06,11:51,08:00,12:00,Low,Scheduled,7.3,['Standard Delivery'],In Progress,2025-10-04T23:50:00.889323
SCH77938,CUST7528,ALD4587,DRV3624,2025-03-01T19:05:12,19:05,20:00,24:00,High,Refrigerated,7.05,['Temperature Control'],Completed,2025-10-04T23:50:00.889388
SCH53992,CUST8650,ALD6531,DRV4068,2025-02-11T23:07:30,23:07,08:00,12:00,Medium,Standard,5.82,['Standard Delivery'],Cancelled,2025-10-04T23:50:00.889453
SCH19514,CUST1190,ALD4798,DRV2415,2025-03-18T17:51:09,17:51,16:00,20:00,Medium,Standard,6.97,['Hazardous Materials'],Cancelled,2025-10-04T23:50:00.889522
SCH94899,CUST2585,ALD4559,DRV9137,2025-01-04T10:15:38,10:15,20:00,24:00,High,Scheduled,4.49,['Standard Delivery'],Cancelled,2025-10-04T23:50:00.889587
SCH35898,CUST5596,ALD6022,DRV1875,2025-01-21T22:32:30,22:32,16:00,20:00,High,Standard,2.97,['Standard Delivery'],Scheduled,2025-10-04T23:50:00.889651
SCH28097,CUST1234,ALD1706,DRV5128,2025-04-25T17:52:30,17:52,16:00,20:00,Low,Bulk,4.46,['Standard Delivery'],Scheduled,2025-10-04T23:50:00.889720
SCH55532,CUST8139,ALD2256,DRV5093,2025-03-14T09:28:56,09:28,20:00,24:00,Medium,Express,3.82,"['Fragile Handling', 'Express Delivery']",Scheduled,2025-10-04T23:50:00.889786
SCH98357,CUST8898,ALD3286,DRV1538,2025-03-28T23:27:57,23:27,16:00,20:00,Medium,Scheduled,3.3,['Standard Delivery'],Scheduled,2025-10-04T23:50:00.889850
SCH22374,CUST7796,ALD6846,DRV8462,2025-05-15T19:23:50,19:23,12:00,16:00,Low,Scheduled,2.62,['Standard Delivery'],Scheduled,2025-10-04T23:50:00.889918
SCH83466,CUST3270,ALD3639,DRV1638,2025-02-23T22:12:44,22:12,12:00,16:00,High,Refrigerated,3.89,['Temperature Control'],In Progress,2025-10-04T23:50:00.889984
SCH45144,CUST4512,ALD2604,DRV8616,2025-03-05T14:18:35,14:18,08:00,12:00,Medium,Refrigerated,4.65,['Temperature Control'],Scheduled,2025-10-04T23:50:00.890048
SCH97541,CUST4657,ALD3073,DRV4719,2025-05-13T17:24:47,17:24,16:00,20:00,Medium,Emergency,1.93,['Standard Delivery'],Scheduled,2025-10-04T23:50:00.890113
SCH70552,CUST4303,ALD7259,DRV1485,2025-01-03T03:01:38,03:01,20:00,24:00,Medium,Emergency,1.72,['Standard Delivery'],In Progress,2025-10-04T23:50:00.890177
SCH81899,CUST7855,ALD6644,DRV8409,2025-03-23T04:38:52,04:38,08:00,12:00,Low,Emergency,0.92,['Standard Delivery'],Scheduled,2025-10-04T23:50:00.890242
SCH63208,CUST4049,ALD4782,DRV8177,2025-03-21T08:29:50,08:29,16:00,20:00,Medium,Scheduled,3.24,['Standard Delivery'],Scheduled,2025-10-04T23:50:00.890306
SCH41416,CUST1149,ALD8686,DRV3711,2025-04-11T08:33:20,08:33,16:00,20:00,Medium,Refrigerated,4.44,"['Temperature Control', 'Hazardous Materials']",Scheduled,2025-10-04T23:50:00.890370
SCH28454,CUST6238,ALD6870,DRV9753,2025-02-12T05:39:04,05:39,20:00,24:00,Low,Scheduled,6.34,['Hazardous Materials'],Cancelled,2025-10-04T23:50:00.890435
SCH10941,CUST6534,ALD1663,DRV3519,2025-06-14T06:02:36,06:02,20:00,24:00,Medium,Scheduled,2.92,['Standard Delivery'],Scheduled,2025-10-04T23:50:00.890500
SCH37257,CUST6156,ALD7092,DRV1010,2025-06-18T02:40:58,02:40,08:00,12:00,Medium,Bulk,10.2,['Standard Delivery'],Cancelled,2025-10-04T23:50:00.890572
SCH24995,CUST9558,ALD9891,DRV9956,2025-01-17T06:22:47,06:22,12:00,16:00,Medium,Standard,3.63,['Standard Delivery'],In Progress,2025-10-04T23:50:00.890638
SCH89082,CUST8177,ALD9157,DRV4859,2025-03-12T20:47:05,20:47,08:00,12:00,High,Standard,7.24,['Standard Delivery'],In Progress,2025-10-04T23:50:00.890702
SCH55955,CUST9626,ALD3476,DRV4061,2025-03-05T13:10:46,13:10,08:00,12:00,Medium,Scheduled,4.76,['Standard Delivery'],Completed,2025-10-04T23:50:00.890768
SCH26716,CUST6427,ALD2794,DRV2875,2025-03-06T01:56:00,01:56,20:00,24:00,Low,Standard,3.22,['Standard Delivery'],Completed,2025-10-04T23:50:00.890832
SCH92880,CUST9524,ALD9462,DRV3468,2025-02-05T01:29:28,01:29,12:00,16:00,High,Refrigerated,2.78,"['Temperature Control', 'Fragile Handling']",Completed,2025-10-04T23:50:00.890897
SCH87670,CUST9388,ALD7778,DRV9982,2025-06-07T09:01:58,09:01,16:00,20:00,High,Refrigerated,7.35,['Temperature Control'],In Progress,2025-10-04T23:50:00.890961
SCH19292,CUST1741,ALD5962,DRV3722,2025-05-16T01:47:14,01:47,08:00,12:00,Medium,Bulk,11.5,['Standard Delivery'],In Progress,2025-10-04T23:50:00.891025
