schedule_id,customer_id,vehicle_id,driver_id,scheduled_date,scheduled_time,delivery_window_start,delivery_window_end,priority_level,delivery_type,estimated_duration_hours,special_requirements,status,created_at
SCH32565,CUST9346,ALD7449,DRV6891,2025-05-27T03:06:36,03:06,20:00,24:00,Medium,Standard,3.74,['Standard Delivery'],Scheduled,2025-10-04T21:14:54.067807
SCH22808,CUST9123,ALD2942,DRV6360,2025-06-08T18:11:25,18:11,08:00,12:00,High,Express,2.7,['Express Delivery'],Cancelled,2025-10-04T21:14:54.067870
SCH95996,CUST2634,ALD9106,DRV4639,2025-06-04T16:18:56,16:18,20:00,24:00,Medium,Scheduled,5.38,['Standard Delivery'],In Progress,2025-10-04T21:14:54.067933
SCH88558,CUST2917,ALD2254,DRV2578,2025-03-30T06:55:20,06:55,20:00,24:00,Medium,Standard,3.44,"['Hazardous Materials', 'Fragile Handling']",Cancelled,2025-10-04T21:14:54.067997
SCH63678,CUST2024,ALD3167,DRV3281,2025-03-31T10:25:57,10:25,20:00,24:00,Low,Standard,2.05,['Standard Delivery'],Completed,2025-10-04T21:14:54.068095
SCH51366,CUST6169,ALD7797,DRV3265,2025-06-22T10:44:51,10:44,12:00,16:00,Medium,Bulk,5.23,['Standard Delivery'],Scheduled,2025-10-04T21:14:54.068169
SCH15166,CUST2104,ALD9483,DRV4681,2025-04-01T20:44:28,20:44,08:00,12:00,Medium,Express,1.12,['Express Delivery'],Scheduled,2025-10-04T21:14:54.068233
SCH43639,CUST2511,ALD7347,DRV3064,2025-04-09T04:10:28,04:10,12:00,16:00,Medium,Scheduled,7.51,['Standard Delivery'],In Progress,2025-10-04T21:14:54.068296
SCH68944,CUST6696,ALD2986,DRV6339,2025-02-04T11:14:39,11:14,20:00,24:00,Medium,Emergency,1.19,['Standard Delivery'],Scheduled,2025-10-04T21:14:54.068368
SCH35612,CUST6667,ALD3548,DRV3925,2025-02-07T11:28:33,11:28,08:00,12:00,Medium,Standard,2.3,['Standard Delivery'],Cancelled,2025-10-04T21:14:54.068432
SCH85085,CUST5925,ALD5080,DRV8359,2025-02-16T04:11:54,04:11,12:00,16:00,Low,Standard,2.3,['Standard Delivery'],Cancelled,2025-10-04T21:14:54.068537
SCH86017,CUST8833,ALD8308,DRV1531,2025-03-25T06:02:10,06:02,08:00,12:00,Low,Express,2.75,"['Fragile Handling', 'Express Delivery']",Scheduled,2025-10-04T21:14:54.068602
SCH77762,CUST6168,ALD9740,DRV7787,2025-06-07T21:30:51,21:30,08:00,12:00,Medium,Bulk,8.56,['Standard Delivery'],Scheduled,2025-10-04T21:14:54.068666
SCH86230,CUST9868,ALD1136,DRV8297,2025-04-11T17:56:24,17:56,08:00,12:00,Medium,Emergency,0.68,['Hazardous Materials'],Scheduled,2025-10-04T21:14:54.068730
SCH34795,CUST7682,ALD7670,DRV5892,2025-02-17T21:20:34,21:20,16:00,20:00,Medium,Refrigerated,3.87,['Temperature Control'],Scheduled,2025-10-04T21:14:54.068799
SCH25480,CUST8579,ALD1213,DRV9069,2025-05-18T06:42:13,06:42,08:00,12:00,Medium,Refrigerated,5.22,['Temperature Control'],Completed,2025-10-04T21:14:54.068865
SCH60773,CUST3932,ALD6826,DRV1713,2025-03-09T19:27:32,19:27,12:00,16:00,Medium,Standard,5.09,['Standard Delivery'],Scheduled,2025-10-04T21:14:54.068928
SCH61062,CUST8402,ALD2830,DRV7243,2025-02-12T13:33:38,13:33,16:00,20:00,Medium,Scheduled,7.66,['Standard Delivery'],Cancelled,2025-10-04T21:14:54.068992
SCH69021,CUST8627,ALD4725,DRV6332,2025-06-19T14:25:00,14:25,16:00,20:00,High,Express,2.59,['Express Delivery'],Completed,2025-10-04T21:14:54.069060
SCH77929,CUST1447,ALD7541,DRV3296,2025-03-12T14:28:32,14:28,20:00,24:00,Medium,Express,2.41,"['Fragile Handling', 'Express Delivery']",Completed,2025-10-04T21:14:54.069123
SCH20080,CUST8856,ALD5202,DRV1027,2025-05-25T15:16:51,15:16,16:00,20:00,Low,Express,1.79,['Express Delivery'],Completed,2025-10-04T21:14:54.069187
SCH11462,CUST8813,ALD1889,DRV9061,2025-04-03T00:27:21,00:27,16:00,20:00,Medium,Bulk,8.02,['Standard Delivery'],Scheduled,2025-10-04T21:14:54.069288
SCH92706,CUST9947,ALD2273,DRV6366,2025-06-01T10:32:17,10:32,12:00,16:00,Medium,Refrigerated,4.91,['Temperature Control'],Completed,2025-10-04T21:14:54.069353
SCH65838,CUST2958,ALD7894,DRV6593,2025-03-02T05:17:48,05:17,08:00,12:00,Medium,Express,2.96,['Express Delivery'],Scheduled,2025-10-04T21:14:54.069417
SCH77461,CUST9293,ALD9570,DRV8835,2025-03-10T01:20:04,01:20,08:00,12:00,High,Bulk,10.13,['Fragile Handling'],Cancelled,2025-10-04T21:14:54.069487
SCH43951,CUST9600,ALD6120,DRV2316,2025-03-29T05:12:52,05:12,12:00,16:00,Low,Standard,7.9,['Standard Delivery'],Scheduled,2025-10-04T21:14:54.069552
SCH44696,CUST9983,ALD5192,DRV9184,2025-03-27T22:34:04,22:34,12:00,16:00,Medium,Scheduled,3.08,['Standard Delivery'],Completed,2025-10-04T21:14:54.069616
SCH94860,CUST5843,ALD2562,DRV8929,2025-04-07T19:34:36,19:34,16:00,20:00,Medium,Scheduled,4.81,['Hazardous Materials'],Scheduled,2025-10-04T21:14:54.069680
SCH53715,CUST6646,ALD8282,DRV3695,2025-02-19T08:40:24,08:40,20:00,24:00,Medium,Express,3.62,['Express Delivery'],Scheduled,2025-10-04T21:14:54.069744
SCH10776,CUST4029,ALD3611,DRV3952,2025-05-18T12:46:29,12:46,16:00,20:00,Low,Refrigerated,7.97,"['Temperature Control', 'Hazardous Materials', 'Fragile Handling']",Scheduled,2025-10-04T21:14:54.069807
SCH62705,CUST9509,ALD5980,DRV8521,2025-02-11T01:50:46,01:50,12:00,16:00,Low,Scheduled,2.9,['Hazardous Materials'],Cancelled,2025-10-04T21:14:54.069870
SCH61883,CUST2014,ALD9127,DRV6570,2025-02-02T05:56:36,05:56,12:00,16:00,High,Refrigerated,3.27,['Temperature Control'],Scheduled,2025-10-04T21:14:54.069934
SCH83943,CUST8243,ALD6059,DRV6080,2025-03-16T15:21:40,15:21,20:00,24:00,Medium,Express,3.88,"['Fragile Handling', 'Express Delivery']",Cancelled,2025-10-04T21:14:54.069998
SCH21183,CUST6297,ALD7452,DRV6398,2025-03-05T07:49:21,07:49,20:00,24:00,Medium,Refrigerated,7.79,['Temperature Control'],Scheduled,2025-10-04T21:14:54.070068
SCH33421,CUST8145,ALD6865,DRV9976,2025-03-30T06:36:07,06:36,16:00,20:00,Medium,Standard,5.42,['Hazardous Materials'],Completed,2025-10-04T21:14:54.070174
SCH32120,CUST2268,ALD9380,DRV6747,2025-03-28T04:53:36,04:53,20:00,24:00,Low,Refrigerated,7.43,['Temperature Control'],Scheduled,2025-10-04T21:14:54.070241
SCH33341,CUST5333,ALD8420,DRV6754,2025-02-12T02:10:32,02:10,20:00,24:00,Medium,Express,1.32,['Express Delivery'],Scheduled,2025-10-04T21:14:54.070306
SCH44225,CUST1435,ALD2353,DRV9717,2025-05-04T00:08:13,00:08,20:00,24:00,Medium,Scheduled,6.05,['Standard Delivery'],Completed,2025-10-04T21:14:54.070369
SCH50896,CUST8291,ALD7455,DRV2484,2025-03-20T11:43:56,11:43,12:00,16:00,Low,Bulk,7.53,['Standard Delivery'],Scheduled,2025-10-04T21:14:54.070473
SCH10683,CUST9191,ALD7377,DRV9675,2025-05-13T04:34:38,04:34,12:00,16:00,Medium,Standard,5.58,['Standard Delivery'],In Progress,2025-10-04T21:14:54.070537
SCH13724,CUST7202,ALD3365,DRV8966,2025-05-19T15:41:58,15:41,16:00,20:00,Low,Bulk,9.97,['Standard Delivery'],Cancelled,2025-10-04T21:14:54.070600
SCH88133,CUST4239,ALD8071,DRV4231,2025-03-05T15:34:08,15:34,20:00,24:00,Medium,Emergency,0.98,['Standard Delivery'],Scheduled,2025-10-04T21:14:54.070664
SCH36207,CUST3939,ALD5261,DRV8622,2025-02-09T00:20:22,00:20,20:00,24:00,Medium,Express,1.27,['Express Delivery'],Cancelled,2025-10-04T21:14:54.070728
SCH67972,CUST8913,ALD7499,DRV2179,2025-05-14T02:47:00,02:47,08:00,12:00,High,Refrigerated,7.78,['Temperature Control'],Scheduled,2025-10-04T21:14:54.070791
SCH69815,CUST8373,ALD1218,DRV2351,2025-03-16T12:40:16,12:40,12:00,16:00,Medium,Refrigerated,6.24,"['Temperature Control', 'Fragile Handling']",Scheduled,2025-10-04T21:14:54.070860
SCH87192,CUST7072,ALD4072,DRV6288,2025-04-25T20:07:37,20:07,20:00,24:00,Medium,Refrigerated,6.33,['Temperature Control'],Scheduled,2025-10-04T21:14:54.070925
SCH87785,CUST7195,ALD1490,DRV7000,2025-03-10T00:11:59,00:11,08:00,12:00,Medium,Scheduled,5.48,['Hazardous Materials'],Scheduled,2025-10-04T21:14:54.070996
SCH83178,CUST7462,ALD1697,DRV4528,2025-05-12T20:50:39,20:50,20:00,24:00,High,Express,3.18,"['Hazardous Materials', 'Express Delivery']",Scheduled,2025-10-04T21:14:54.071169
SCH52263,CUST7701,ALD6874,DRV6163,2025-06-15T16:30:22,16:30,08:00,12:00,Medium,Emergency,1.92,['Standard Delivery'],Scheduled,2025-10-04T21:14:54.071334
SCH62506,CUST3056,ALD1401,DRV2819,2025-05-27T21:19:15,21:19,08:00,12:00,Medium,Bulk,4.3,['Standard Delivery'],Scheduled,2025-10-04T21:14:54.071562
SCH29465,CUST9427,ALD8224,DRV7489,2025-04-26T08:54:42,08:54,12:00,16:00,Low,Standard,2.76,['Standard Delivery'],Scheduled,2025-10-04T21:14:54.071642
SCH82452,CUST3791,ALD3671,DRV1896,2025-02-25T04:40:00,04:40,12:00,16:00,Low,Express,1.05,['Express Delivery'],Scheduled,2025-10-04T21:14:54.071712
SCH39796,CUST1551,ALD2115,DRV5804,2025-02-14T15:22:15,15:22,20:00,24:00,Medium,Express,2.81,['Express Delivery'],Scheduled,2025-10-04T21:14:54.071779
SCH51565,CUST9196,ALD5848,DRV7581,2025-02-14T10:10:56,10:10,12:00,16:00,Medium,Emergency,1.89,['Standard Delivery'],Cancelled,2025-10-04T21:14:54.071846
SCH29601,CUST1658,ALD3536,DRV1426,2025-04-13T16:41:40,16:41,08:00,12:00,Medium,Refrigerated,3.51,['Temperature Control'],Scheduled,2025-10-04T21:14:54.071918
SCH35595,CUST4588,ALD9221,DRV4302,2025-03-16T10:36:19,10:36,08:00,12:00,Medium,Bulk,6.96,['Standard Delivery'],Completed,2025-10-04T21:14:54.071984
SCH34369,CUST5510,ALD6689,DRV9388,2025-06-25T00:31:06,00:31,20:00,24:00,High,Scheduled,3.86,['Standard Delivery'],In Progress,2025-10-04T21:14:54.072049
SCH13844,CUST9286,ALD7411,DRV3981,2025-04-12T04:14:34,04:14,16:00,20:00,Medium,Emergency,1.5,['Standard Delivery'],Scheduled,2025-10-04T21:14:54.072114
SCH10812,CUST6294,ALD2535,DRV5661,2025-02-19T11:32:28,11:32,08:00,12:00,Medium,Emergency,1.5,['Standard Delivery'],Cancelled,2025-10-04T21:14:54.072179
SCH38051,CUST9123,ALD2557,DRV1786,2025-03-31T23:30:01,23:30,12:00,16:00,High,Refrigerated,4.73,"['Temperature Control', 'Fragile Handling']",Scheduled,2025-10-04T21:14:54.072251
SCH22170,CUST7377,ALD4623,DRV6338,2025-03-25T22:58:50,22:58,16:00,20:00,Medium,Bulk,9.74,['Standard Delivery'],Completed,2025-10-04T21:14:54.072317
SCH89346,CUST6583,ALD3841,DRV7070,2025-02-14T03:21:43,03:21,20:00,24:00,Medium,Express,1.74,['Express Delivery'],Scheduled,2025-10-04T21:14:54.072381
SCH97317,CUST9068,ALD8748,DRV5030,2025-04-25T22:16:25,22:16,16:00,20:00,Medium,Standard,6.4,['Standard Delivery'],Scheduled,2025-10-04T21:14:54.072444
SCH19742,CUST8149,ALD2461,DRV7374,2025-04-22T01:40:06,01:40,16:00,20:00,Medium,Bulk,8.01,['Standard Delivery'],Completed,2025-10-04T21:14:54.072507
SCH31875,CUST4606,ALD2829,DRV5161,2025-05-01T22:11:47,22:11,08:00,12:00,Medium,Standard,7.85,['Standard Delivery'],Scheduled,2025-10-04T21:14:54.072578
SCH73363,CUST4608,ALD2708,DRV4725,2025-03-15T16:41:11,16:41,16:00,20:00,Medium,Refrigerated,6.18,['Temperature Control'],Completed,2025-10-04T21:14:54.072644
SCH29744,CUST6160,ALD1795,DRV9749,2025-03-15T02:35:31,02:35,16:00,20:00,Medium,Scheduled,6.24,['Standard Delivery'],Scheduled,2025-10-04T21:14:54.072715
SCH64780,CUST9139,ALD9431,DRV3633,2025-04-10T11:54:06,11:54,20:00,24:00,Medium,Standard,5.75,['Standard Delivery'],Completed,2025-10-04T21:14:54.072779
SCH80566,CUST7896,ALD4515,DRV1204,2025-04-17T16:40:04,16:40,08:00,12:00,Medium,Refrigerated,2.31,['Temperature Control'],Scheduled,2025-10-04T21:14:54.072843
SCH47738,CUST1251,ALD7210,DRV4970,2025-04-15T09:39:00,09:39,12:00,16:00,Medium,Emergency,1.94,['Hazardous Materials'],Scheduled,2025-10-04T21:14:54.072906
SCH31332,CUST5960,ALD5476,DRV1859,2025-05-26T09:52:31,09:52,08:00,12:00,Low,Express,3.32,"['Hazardous Materials', 'Express Delivery']",Scheduled,2025-10-04T21:14:54.072976
SCH78856,CUST9864,ALD2359,DRV1718,2025-02-21T12:41:25,12:41,20:00,24:00,High,Scheduled,2.49,['Standard Delivery'],Scheduled,2025-10-04T21:14:54.073040
SCH51363,CUST5456,ALD4425,DRV3375,2025-05-05T09:51:30,09:51,20:00,24:00,Low,Express,2.86,['Express Delivery'],In Progress,2025-10-04T21:14:54.073110
SCH96418,CUST6733,ALD9321,DRV9498,2025-03-19T00:30:57,00:30,12:00,16:00,Medium,Scheduled,3.32,['Standard Delivery'],Completed,2025-10-04T21:14:54.073174
SCH33823,CUST8201,ALD9848,DRV9195,2025-06-15T17:05:58,17:05,16:00,20:00,High,Scheduled,4.14,['Standard Delivery'],Scheduled,2025-10-04T21:14:54.073243
SCH44005,CUST2214,ALD4434,DRV7290,2025-02-06T20:35:41,20:35,16:00,20:00,Medium,Express,1.26,['Express Delivery'],Scheduled,2025-10-04T21:14:54.073308
SCH63548,CUST5580,ALD8866,DRV3560,2025-04-02T07:26:54,07:26,12:00,16:00,Medium,Refrigerated,4.95,"['Temperature Control', 'Hazardous Materials']",Completed,2025-10-04T21:14:54.073371
SCH77730,CUST7299,ALD5055,DRV4863,2025-03-28T03:17:48,03:17,20:00,24:00,Medium,Express,3.69,['Express Delivery'],Scheduled,2025-10-04T21:14:54.073435
SCH92173,CUST6033,ALD4777,DRV2386,2025-04-21T05:50:30,05:50,16:00,20:00,Medium,Refrigerated,5.54,['Temperature Control'],Cancelled,2025-10-04T21:14:54.073499
SCH86915,CUST3602,ALD9543,DRV6532,2025-05-13T07:23:22,07:23,08:00,12:00,High,Express,2.96,"['Hazardous Materials', 'Express Delivery']",Scheduled,2025-10-04T21:14:54.073563
SCH78372,CUST7453,ALD1928,DRV7902,2025-05-22T07:25:02,07:25,16:00,20:00,Low,Refrigerated,3.05,['Temperature Control'],Scheduled,2025-10-04T21:14:54.073626
SCH46726,CUST8631,ALD7980,DRV6671,2025-04-05T15:16:24,15:16,12:00,16:00,Medium,Express,3.63,['Express Delivery'],In Progress,2025-10-04T21:14:54.073689
SCH50224,CUST8273,ALD8210,DRV4373,2025-04-14T05:45:08,05:45,20:00,24:00,Low,Standard,3.53,['Standard Delivery'],Scheduled,2025-10-04T21:14:54.073753
SCH14791,CUST6790,ALD6120,DRV1540,2025-02-12T17:41:26,17:41,08:00,12:00,High,Bulk,11.58,['Hazardous Materials'],Scheduled,2025-10-04T21:14:54.073817
SCH27168,CUST5009,ALD3403,DRV4516,2025-06-13T15:59:09,15:59,12:00,16:00,Medium,Express,2.34,"['Hazardous Materials', 'Express Delivery']",Scheduled,2025-10-04T21:14:54.073892
SCH11795,CUST4685,ALD8065,DRV7742,2025-06-29T15:10:43,15:10,12:00,16:00,Medium,Express,1.68,['Express Delivery'],Scheduled,2025-10-04T21:14:54.073957
SCH45138,CUST4422,ALD7526,DRV1580,2025-02-04T16:58:47,16:58,12:00,16:00,Medium,Refrigerated,3.49,"['Temperature Control', 'Hazardous Materials']",Completed,2025-10-04T21:14:54.074027
SCH73458,CUST6566,ALD9024,DRV3917,2025-03-18T03:28:00,03:28,16:00,20:00,Low,Standard,6.34,['Standard Delivery'],Completed,2025-10-04T21:14:54.074092
SCH85078,CUST3117,ALD1775,DRV6399,2025-03-01T21:56:13,21:56,12:00,16:00,Medium,Emergency,0.7,['Standard Delivery'],Scheduled,2025-10-04T21:14:54.074157
SCH30295,CUST2814,ALD7591,DRV8757,2025-03-15T14:50:06,14:50,20:00,24:00,Low,Scheduled,2.71,['Standard Delivery'],Scheduled,2025-10-04T21:14:54.074220
SCH70562,CUST2093,ALD2707,DRV9274,2025-05-26T22:54:41,22:54,20:00,24:00,Medium,Express,3.85,['Express Delivery'],In Progress,2025-10-04T21:14:54.074284
SCH91826,CUST5824,ALD7057,DRV8659,2025-05-22T20:49:18,20:49,08:00,12:00,Medium,Emergency,1.98,['Standard Delivery'],Cancelled,2025-10-04T21:14:54.074348
SCH34414,CUST4201,ALD3136,DRV3268,2025-02-16T18:37:12,18:37,12:00,16:00,Medium,Scheduled,3.08,['Standard Delivery'],Scheduled,2025-10-04T21:14:54.074412
SCH54639,CUST2060,ALD5804,DRV7343,2025-04-02T11:00:54,11:00,08:00,12:00,Medium,Scheduled,6.86,['Standard Delivery'],Scheduled,2025-10-04T21:14:54.074476
SCH89982,CUST6566,ALD6650,DRV6577,2025-05-16T06:08:26,06:08,08:00,12:00,Low,Bulk,5.92,['Fragile Handling'],Cancelled,2025-10-04T21:14:54.074550
SCH32403,CUST6820,ALD9978,DRV2419,2025-03-29T10:12:25,10:12,16:00,20:00,High,Refrigerated,5.19,"['Temperature Control', 'Hazardous Materials']",Cancelled,2025-10-04T21:14:54.074614
SCH72256,CUST3476,ALD1244,DRV7988,2025-04-22T06:14:32,06:14,16:00,20:00,Medium,Emergency,1.75,['Standard Delivery'],In Progress,2025-10-04T21:14:54.074678
SCH14992,CUST4916,ALD1481,DRV2022,2025-03-01T06:57:20,06:57,08:00,12:00,Low,Refrigerated,7.22,['Temperature Control'],Scheduled,2025-10-04T21:14:54.074748
SCH62332,CUST1218,ALD7628,DRV3976,2025-06-03T04:27:12,04:27,12:00,16:00,Low,Scheduled,5.79,['Hazardous Materials'],Cancelled,2025-10-04T21:14:54.074812
SCH64755,CUST1099,ALD8107,DRV6842,2025-04-08T13:19:41,13:19,16:00,20:00,High,Emergency,0.61,['Standard Delivery'],Scheduled,2025-10-04T21:14:54.074876
SCH22266,CUST2194,ALD7201,DRV1837,2025-04-15T11:26:44,11:26,16:00,20:00,Medium,Bulk,8.63,['Standard Delivery'],Scheduled,2025-10-04T21:14:54.074944
SCH89474,CUST6808,ALD6070,DRV1524,2025-03-18T16:18:33,16:18,12:00,16:00,Medium,Scheduled,3.59,['Standard Delivery'],Scheduled,2025-10-04T21:14:54.075008
SCH18949,CUST4330,ALD9176,DRV6724,2025-04-27T02:50:12,02:50,16:00,20:00,Medium,Scheduled,6.18,['Standard Delivery'],Cancelled,2025-10-04T21:14:54.075071
SCH23906,CUST2150,ALD7975,DRV8067,2025-02-04T17:50:03,17:50,12:00,16:00,Medium,Standard,5.68,['Standard Delivery'],Cancelled,2025-10-04T21:14:54.075135
SCH84524,CUST3224,ALD2393,DRV8759,2025-03-27T19:56:08,19:56,16:00,20:00,Medium,Bulk,11.66,['Standard Delivery'],Scheduled,2025-10-04T21:14:54.075203
SCH78022,CUST7155,ALD5566,DRV8402,2025-05-28T00:43:35,00:43,20:00,24:00,Medium,Emergency,0.63,['Standard Delivery'],Scheduled,2025-10-04T21:14:54.075269
SCH23333,CUST5865,ALD2411,DRV6733,2025-06-13T00:19:37,00:19,20:00,24:00,Medium,Bulk,4.14,['Standard Delivery'],Completed,2025-10-04T21:14:54.075333
SCH79091,CUST2194,ALD2949,DRV2110,2025-04-11T15:42:26,15:42,20:00,24:00,Medium,Express,1.45,['Express Delivery'],In Progress,2025-10-04T21:14:54.075397
SCH23218,CUST2470,ALD2801,DRV1425,2025-03-29T11:25:21,11:25,20:00,24:00,High,Scheduled,3.02,['Fragile Handling'],Scheduled,2025-10-04T21:14:54.075460
SCH20496,CUST5489,ALD2598,DRV9495,2025-03-16T08:36:56,08:36,20:00,24:00,Low,Emergency,1.87,['Standard Delivery'],In Progress,2025-10-04T21:14:54.075523
SCH42180,CUST8005,ALD8153,DRV3143,2025-02-01T07:54:50,07:54,20:00,24:00,High,Scheduled,2.74,['Standard Delivery'],Scheduled,2025-10-04T21:14:54.075593
SCH17873,CUST3233,ALD8801,DRV7301,2025-02-23T11:48:33,11:48,16:00,20:00,Low,Refrigerated,5.95,['Temperature Control'],Scheduled,2025-10-04T21:14:54.075658
SCH82204,CUST4141,ALD4646,DRV8464,2025-02-13T09:23:52,09:23,16:00,20:00,Medium,Refrigerated,3.42,['Temperature Control'],In Progress,2025-10-04T21:14:54.075720
SCH66631,CUST9435,ALD6610,DRV2748,2025-03-08T18:45:33,18:45,20:00,24:00,High,Standard,6.52,['Standard Delivery'],Scheduled,2025-10-04T21:14:54.075784
SCH53209,CUST2503,ALD4573,DRV7629,2025-04-23T17:53:35,17:53,12:00,16:00,Medium,Refrigerated,7.11,['Temperature Control'],In Progress,2025-10-04T21:14:54.075852
SCH76828,CUST1509,ALD7626,DRV8772,2025-04-18T02:30:39,02:30,20:00,24:00,Medium,Bulk,7.81,['Standard Delivery'],In Progress,2025-10-04T21:14:54.075917
SCH62191,CUST7505,ALD5879,DRV9533,2025-04-05T08:25:19,08:25,12:00,16:00,Low,Scheduled,4.87,['Standard Delivery'],Scheduled,2025-10-04T21:14:54.075981
SCH43365,CUST7276,ALD5530,DRV8375,2025-06-15T11:49:53,11:49,08:00,12:00,Medium,Express,3.03,['Express Delivery'],Completed,2025-10-04T21:14:54.076045
SCH10461,CUST3625,ALD6515,DRV4690,2025-02-13T17:01:53,17:01,08:00,12:00,High,Bulk,8.03,['Standard Delivery'],In Progress,2025-10-04T21:14:54.076108
SCH69214,CUST3905,ALD3323,DRV6409,2025-06-06T14:47:09,14:47,20:00,24:00,Medium,Bulk,9.02,['Standard Delivery'],In Progress,2025-10-04T21:14:54.076172
SCH28207,CUST5211,ALD7720,DRV6668,2025-02-02T23:07:50,23:07,16:00,20:00,High,Scheduled,3.68,['Fragile Handling'],In Progress,2025-10-04T21:14:54.076235
SCH33792,CUST4468,ALD2650,DRV3179,2025-02-13T19:47:57,19:47,12:00,16:00,Medium,Bulk,11.54,['Standard Delivery'],Completed,2025-10-04T21:14:54.076299
SCH26264,CUST1103,ALD4902,DRV7653,2025-02-06T01:49:33,01:49,08:00,12:00,Medium,Scheduled,5.64,['Standard Delivery'],Completed,2025-10-04T21:14:54.076362
SCH74847,CUST1148,ALD9413,DRV9014,2025-05-02T08:26:09,08:26,16:00,20:00,High,Express,3.37,['Express Delivery'],Scheduled,2025-10-04T21:14:54.076438
SCH75235,CUST8095,ALD5698,DRV2917,2025-03-10T03:04:46,03:04,08:00,12:00,Medium,Standard,4.87,['Standard Delivery'],In Progress,2025-10-04T21:14:54.076510
SCH24686,CUST5440,ALD7127,DRV2429,2025-02-08T07:41:07,07:41,16:00,20:00,High,Scheduled,7.15,['Standard Delivery'],Completed,2025-10-04T21:14:54.076576
SCH71496,CUST4327,ALD3299,DRV4238,2025-05-08T05:41:14,05:41,12:00,16:00,Medium,Refrigerated,4.9,['Temperature Control'],Scheduled,2025-10-04T21:14:54.076639
SCH89742,CUST8553,ALD9553,DRV1228,2025-03-31T12:09:02,12:09,16:00,20:00,Medium,Bulk,4.61,['Standard Delivery'],Completed,2025-10-04T21:14:54.076703
SCH90382,CUST2722,ALD7416,DRV3969,2025-06-27T00:28:20,00:28,08:00,12:00,Medium,Refrigerated,5.31,['Temperature Control'],In Progress,2025-10-04T21:14:54.076766
SCH40199,CUST6247,ALD5804,DRV1488,2025-04-17T01:13:23,01:13,12:00,16:00,Low,Standard,3.07,['Standard Delivery'],Completed,2025-10-04T21:14:54.076829
SCH72268,CUST6155,ALD3144,DRV9674,2025-02-21T06:34:01,06:34,16:00,20:00,Medium,Emergency,1.67,['Fragile Handling'],Scheduled,2025-10-04T21:14:54.076892
SCH76797,CUST4965,ALD2016,DRV1515,2025-03-13T10:42:49,10:42,08:00,12:00,High,Refrigerated,3.14,['Temperature Control'],Scheduled,2025-10-04T21:14:54.076960
SCH57423,CUST5397,ALD3442,DRV3616,2025-05-26T02:03:32,02:03,16:00,20:00,High,Scheduled,5.32,['Standard Delivery'],Completed,2025-10-04T21:14:54.077024
SCH80780,CUST2795,ALD4293,DRV8515,2025-05-19T10:24:36,10:24,20:00,24:00,Medium,Express,2.74,"['Hazardous Materials', 'Express Delivery']",Completed,2025-10-04T21:14:54.077087
SCH14646,CUST6378,ALD7348,DRV2317,2025-02-08T00:38:48,00:38,16:00,20:00,Low,Emergency,1.63,['Fragile Handling'],Completed,2025-10-04T21:14:54.077155
SCH32729,CUST4022,ALD3828,DRV4635,2025-04-13T22:49:59,22:49,08:00,12:00,Medium,Refrigerated,2.78,"['Temperature Control', 'Fragile Handling']",In Progress,2025-10-04T21:14:54.077230
SCH79145,CUST2724,ALD5330,DRV2181,2025-03-01T13:37:37,13:37,16:00,20:00,Low,Express,1.85,['Express Delivery'],Scheduled,2025-10-04T21:14:54.077302
SCH73221,CUST5661,ALD7364,DRV7404,2025-04-15T11:51:43,11:51,20:00,24:00,Medium,Express,1.74,['Express Delivery'],Scheduled,2025-10-04T21:14:54.077368
SCH10717,CUST7600,ALD1752,DRV3849,2025-05-04T00:20:57,00:20,20:00,24:00,Medium,Standard,2.62,['Standard Delivery'],Scheduled,2025-10-04T21:14:54.077431
SCH18656,CUST3122,ALD9184,DRV4019,2025-05-21T08:38:52,08:38,08:00,12:00,Medium,Scheduled,7.67,['Standard Delivery'],Scheduled,2025-10-04T21:14:54.077494
SCH76241,CUST2255,ALD6939,DRV1876,2025-03-04T07:57:02,07:57,08:00,12:00,Low,Express,3.01,['Express Delivery'],Scheduled,2025-10-04T21:14:54.077557
SCH40719,CUST6415,ALD4016,DRV3111,2025-02-17T18:14:31,18:14,20:00,24:00,Medium,Scheduled,5.37,['Standard Delivery'],Scheduled,2025-10-04T21:14:54.077621
SCH49391,CUST4703,ALD1425,DRV8355,2025-03-09T18:42:22,18:42,20:00,24:00,Medium,Express,3.68,"['Fragile Handling', 'Express Delivery']",Cancelled,2025-10-04T21:14:54.077684
SCH99216,CUST5387,ALD3583,DRV1980,2025-02-17T10:38:52,10:38,20:00,24:00,High,Refrigerated,6.71,['Temperature Control'],In Progress,2025-10-04T21:14:54.077747
SCH11555,CUST1810,ALD5521,DRV4760,2025-02-19T18:16:35,18:16,12:00,16:00,Medium,Standard,5.65,['Standard Delivery'],Cancelled,2025-10-04T21:14:54.077816
SCH92134,CUST4887,ALD9884,DRV3301,2025-02-13T09:12:58,09:12,08:00,12:00,Low,Emergency,0.92,['Standard Delivery'],Scheduled,2025-10-04T21:14:54.077881
SCH83035,CUST3415,ALD1045,DRV4324,2025-06-12T20:16:17,20:16,16:00,20:00,High,Express,2.32,['Express Delivery'],Scheduled,2025-10-04T21:14:54.077946
SCH41277,CUST8187,ALD8864,DRV4072,2025-06-22T14:07:38,14:07,20:00,24:00,Medium,Refrigerated,5.45,['Temperature Control'],Completed,2025-10-04T21:14:54.078008
