metrics_id,date,vehicle_id,driver_id,depot_id,route_id,total_distance_km,total_fuel_consumed_liters,average_fuel_efficiency,total_delivery_time_hours,on_time_delivery_rate,accidents_count,violations_count,safety_score,total_fuel_cost_sar,maintenance_cost_sar,total_operating_cost_sar,customer_satisfaction_score,delivery_success_rate,complaint_count,co2_emissions_kg,fuel_waste_liters,environmental_score,created_at,warehouse_id,supplier_id,inventory_turnover,stock_accuracy_percent,stockout_incidents,overstock_value_sar,order_fulfillment_rate,average_order_cycle_time_days,order_accuracy_rate,supplier_performance_score,supplier_reliability_percent,cost_savings_sar,transportation_cost_sar,fuel_efficiency_km_per_liter,route_optimization_savings_sar,defect_rate_percent,return_rate_percent,carbon_footprint_kg_co2,waste_reduction_percent,sustainability_score
PERF65819,2025-06-16T09:41:45,ALD8006,DRV6276,DEP5,RT40040,1254.24,176.65,7.1,26.6,0.876,0.0,0.0,5.0,380.25,1000.61,1652.47,4.1,0.962,2.0,473.42,13.58,3.6,2025-10-04T23:50:06.821570,,,,,,,,,,,,,,,,,,,,
PERF39816,2025-03-21T11:44:54,ALD3349,DRV7846,DEP1,RT30632,587.27,50.32,11.67,10.78,0.886,0.0,0.0,5.0,106.77,978.97,1830.82,4.2,0.931,2.0,134.86,2.12,5.0,2025-10-04T23:50:06.821645,,,,,,,,,,,,,,,,,,,,
PERF24547,2025-06-21T00:10:10,ALD6628,DRV8881,DEP5,RT26559,880.39,86.91,10.13,18.17,0.852,0.0,0.0,5.0,186.97,939.89,1550.34,4.1,0.966,0.0,232.92,1.78,4.6,2025-10-04T23:50:06.821716,,,,,,,,,,,,,,,,,,,,
PERF40909,2025-04-18T15:00:09,ALD9330,DRV6643,DEP5,RT33452,1096.75,97.92,11.2,14.81,0.929,0.0,3.0,4.4,211.25,1610.5,2164.59,4.5,0.972,0.0,262.43,2.75,3.8,2025-10-04T23:50:06.821782,,,,,,,,,,,,,,,,,,,,
PERF72049,2025-06-27T20:44:18,ALD5877,DRV9366,DEP6,RT15779,469.74,76.01,6.18,9.98,0.852,0.0,1.0,4.8,167.32,840.93,1644.54,4.5,0.957,1.0,203.71,3.93,4.2,2025-10-04T23:50:06.821859,,,,,,,,,,,,,,,,,,,,
PERF76438,2025-04-28T00:31:45,ALD4318,DRV1504,DEP6,RT25484,1404.43,124.07,11.32,31.17,0.947,0.0,0.0,5.0,294.97,1624.89,2252.96,4.3,0.965,0.0,332.51,9.92,4.8,2025-10-04T23:50:06.821949,,,,,,,,,,,,,,,,,,,,
PERF60358,2025-01-01T03:20:32,ALD8683,DRV2257,DEP5,RT65733,1153.94,100.69,11.46,22.1,0.935,0.0,0.0,5.0,267.97,1933.7,2606.01,4.8,0.977,0.0,269.85,7.51,3.6,2025-10-04T23:50:06.822016,,,,,,,,,,,,,,,,,,,,
PERF73470,2025-05-23T10:46:59,ALD1538,DRV9657,DEP5,RT95058,214.27,34.23,6.26,3.31,0.905,0.0,0.0,5.0,89.69,208.6,838.64,4.7,0.952,0.0,91.74,2.09,4.8,2025-10-04T23:50:06.822081,,,,,,,,,,,,,,,,,,,,
PERF41535,2025-05-01T10:09:02,ALD3300,DRV4187,DEP2,RT77837,1361.2,158.65,8.58,21.09,0.857,0.0,1.0,4.8,437.98,2653.71,3777.51,4.3,0.977,0.0,425.18,5.82,4.6,2025-10-04T23:50:06.822145,,,,,,,,,,,,,,,,,,,,
PERF63173,2025-06-20T06:31:56,ALD9937,DRV8175,DEP3,RT24305,1155.34,101.97,11.33,17.66,0.97,0.0,0.0,5.0,257.21,2092.91,2828.82,4.7,0.934,0.0,273.28,2.65,4.7,2025-10-04T23:50:06.822215,,,,,,,,,,,,,,,,,,,,
PERF60072,2025-03-30T13:25:21,ALD9469,DRV9767,DEP1,RT53883,494.32,78.96,6.26,8.75,0.863,0.0,0.0,5.0,214.51,405.62,1062.62,4.9,0.959,0.0,211.61,2.45,4.2,2025-10-04T23:50:06.822283,,,,,,,,,,,,,,,,,,,,
PERF73167,2025-06-19T07:28:59,ALD5499,DRV7329,DEP1,RT95550,1119.47,107.23,10.44,20.24,0.97,0.0,0.0,5.0,276.09,2057.29,2990.61,4.0,0.971,0.0,287.38,2.73,3.6,2025-10-04T23:50:06.822352,,,,,,,,,,,,,,,,,,,,
PERF16938,2025-03-24T23:24:21,ALD6745,DRV7259,DEP6,RT62594,1492.08,183.53,8.13,23.44,0.925,0.0,0.0,5.0,448.76,1669.81,2567.58,4.4,0.982,0.0,491.86,8.0,3.6,2025-10-04T23:50:06.822419,,,,,,,,,,,,,,,,,,,,
PERF79417,2025-01-05T15:16:45,ALD2240,DRV8832,DEP6,RT78755,1236.91,114.32,10.82,22.5,0.935,0.0,0.0,5.0,290.06,675.41,1545.13,4.6,0.941,0.0,306.38,6.39,5.0,2025-10-04T23:50:06.822484,,,,,,,,,,,,,,,,,,,,
PERF48752,2025-02-05T23:22:22,ALD5708,DRV7473,DEP1,RT19305,789.88,72.47,10.9,16.57,0.956,0.0,0.0,5.0,191.51,1237.5,1875.33,4.6,0.933,0.0,194.22,4.22,4.3,2025-10-04T23:50:06.822548,,,,,,,,,,,,,,,,,,,,
PERF90058,2025-03-08T14:34:54,ALD1124,DRV9378,DEP2,RT36879,799.12,91.75,8.71,13.76,0.935,0.0,0.0,5.0,246.05,1112.1,1714.34,4.7,0.936,0.0,245.89,4.53,4.3,2025-10-04T23:50:06.822612,,,,,,,,,,,,,,,,,,,,
PERF68537,2025-05-23T11:39:02,ALD9614,DRV6005,DEP4,RT73062,951.44,124.21,7.66,13.5,0.853,1.0,0.0,4.2,305.36,1232.75,2198.39,5.0,0.988,1.0,332.88,6.42,4.5,2025-10-04T23:50:06.822678,,,,,,,,,,,,,,,,,,,,
PERF18374,2025-03-01T04:18:45,ALD8027,DRV9539,DEP5,RT38709,620.74,52.52,11.82,13.35,0.945,0.0,0.0,5.0,140.85,1117.3,1525.92,4.5,0.926,0.0,140.75,3.29,3.7,2025-10-04T23:50:06.822743,,,,,,,,,,,,,,,,,,,,
PERF89760,2025-03-31T20:29:24,ALD4516,DRV6438,DEP5,RT97133,312.33,28.89,10.81,4.62,0.949,0.0,5.0,4.0,64.04,466.24,790.13,4.3,0.921,0.0,77.43,1.3,4.1,2025-10-04T23:50:06.822816,,,,,,,,,,,,,,,,,,,,
PERF89443,2025-06-12T18:04:46,ALD3175,DRV2204,DEP5,RT50303,1316.38,162.52,8.1,22.5,0.854,0.0,0.0,5.0,350.11,2350.85,3316.43,4.7,0.932,0.0,435.55,3.59,3.6,2025-10-04T23:50:06.822882,,,,,,,,,,,,,,,,,,,,
PERF30719,2025-04-12T09:48:43,ALD3328,DRV8127,DEP3,RT75318,435.52,58.62,7.43,7.41,0.879,0.0,1.0,4.8,125.05,254.84,681.88,4.9,0.952,0.0,157.1,3.28,4.9,2025-10-04T23:50:06.822947,,,,,,,,,,,,,,,,,,,,
PERF38051,2025-04-23T21:35:51,ALD4339,DRV1196,DEP6,RT71016,802.55,67.38,11.91,16.21,0.906,0.0,2.0,4.6,163.3,406.41,1157.58,4.6,0.938,0.0,180.58,4.86,4.6,2025-10-04T23:50:06.823012,,,,,,,,,,,,,,,,,,,,
PERF50884,2025-03-07T23:17:30,ALD9192,DRV9874,DEP4,RT46093,303.81,33.09,9.18,4.34,0.882,0.0,0.0,5.0,86.48,483.33,838.48,4.4,0.961,0.0,88.68,1.07,4.5,2025-10-04T23:50:06.823081,,,,,,,,,,,,,,,,,,,,
PERF24611,2025-04-03T11:45:27,ALD1183,DRV5606,DEP6,RT97722,1073.73,100.63,10.67,22.21,0.856,0.0,0.0,5.0,276.27,1682.06,2367.54,4.0,0.963,1.0,269.69,5.95,4.3,2025-10-04T23:50:06.823146,,,,,,,,,,,,,,,,,,,,
PERF49322,2025-05-16T12:59:25,ALD6186,DRV5444,DEP4,RT61050,1058.43,131.81,8.03,20.32,0.962,0.0,3.0,4.4,313.26,838.01,1795.22,4.4,0.945,0.0,353.25,3.28,4.7,2025-10-04T23:50:06.823212,,,,,,,,,,,,,,,,,,,,
PERF24525,2025-01-09T19:38:35,ALD8040,DRV6745,DEP2,RT71234,330.41,39.48,8.37,5.07,0.951,0.0,1.0,4.8,100.73,481.7,1199.27,4.6,0.929,0.0,105.81,2.66,3.7,2025-10-04T23:50:06.823279,,,,,,,,,,,,,,,,,,,,
PERF69951,2025-05-15T12:33:35,ALD3951,DRV1219,DEP3,RT83981,1224.06,130.36,9.39,22.32,0.913,0.0,1.0,4.8,278.94,940.23,1423.02,4.8,0.946,0.0,349.36,2.72,4.8,2025-10-04T23:50:06.823344,,,,,,,,,,,,,,,,,,,,
PERF46343,2025-02-05T03:54:28,ALD4068,DRV8910,DEP1,RT92767,899.24,76.99,11.68,17.22,0.855,0.0,0.0,5.0,214.42,1296.96,2096.95,4.2,0.956,2.0,206.33,3.4,4.8,2025-10-04T23:50:06.823413,,,,,,,,,,,,,,,,,,,,
PERF55318,2025-02-21T15:28:57,ALD8868,DRV9760,DEP5,RT24091,311.25,38.1,8.17,5.24,0.957,0.0,0.0,5.0,99.12,309.29,793.68,4.9,0.944,0.0,102.11,2.34,4.5,2025-10-04T23:50:06.823479,,,,,,,,,,,,,,,,,,,,
PERF22634,2025-01-17T23:45:19,ALD9415,DRV5162,DEP5,RT62330,911.22,87.62,10.4,18.57,0.915,0.0,0.0,5.0,186.75,846.59,1483.0,4.2,0.974,0.0,234.82,3.13,4.5,2025-10-04T23:50:06.823545,,,,,,,,,,,,,,,,,,,,
PERF92656,2025-01-05T10:14:13,ALD8071,DRV4480,DEP1,RT15887,929.57,95.44,9.74,15.53,0.916,0.0,3.0,4.4,263.05,1633.81,2532.88,4.9,0.971,0.0,255.78,4.59,4.4,2025-10-04T23:50:06.823610,,,,,,,,,,,,,,,,,,,,
PERF19037,2025-05-21T02:09:30,ALD6332,DRV3517,DEP6,RT70846,1087.67,126.18,8.62,14.58,0.881,0.0,0.0,5.0,308.39,1763.03,2832.68,4.7,0.988,0.0,338.16,4.97,4.1,2025-10-04T23:50:06.823675,,,,,,,,,,,,,,,,,,,,
PERF36180,2025-04-03T01:39:27,ALD8379,DRV3832,DEP6,RT86857,1093.12,124.79,8.76,23.44,0.856,0.0,3.0,4.4,342.93,1852.54,2441.0,4.4,0.956,0.0,334.44,2.58,4.5,2025-10-04T23:50:06.823739,,,,,,,,,,,,,,,,,,,,
PERF74350,2025-01-31T22:57:28,ALD6072,DRV8816,DEP4,RT33804,1457.74,144.76,10.07,24.17,0.853,0.0,0.0,5.0,354.05,2216.17,3166.65,4.4,0.949,0.0,387.96,9.84,3.9,2025-10-04T23:50:06.823808,,,,,,,,,,,,,,,,,,,,
PERF60279,2025-02-24T04:20:23,ALD5697,DRV9276,DEP5,RT38971,640.05,63.37,10.1,8.79,0.913,0.0,0.0,5.0,135.02,997.62,1594.1,4.7,0.987,0.0,169.83,4.92,4.8,2025-10-04T23:50:06.823873,,,,,,,,,,,,,,,,,,,,
PERF11743,2025-06-29T05:21:56,ALD8476,DRV2029,DEP4,RT69313,836.7,71.27,11.74,14.75,0.964,0.0,1.0,4.8,169.51,1665.26,2325.47,4.9,0.976,0.0,191.0,4.97,4.1,2025-10-04T23:50:06.823938,,,,,,,,,,,,,,,,,,,,
PERF66762,2025-01-02T04:53:57,ALD8943,DRV6235,DEP1,RT42666,1342.86,216.24,6.21,26.75,0.917,0.0,2.0,4.6,480.07,2468.65,3244.95,4.8,0.947,1.0,579.52,13.8,3.6,2025-10-04T23:50:06.824007,,,,,,,,,,,,,,,,,,,,
PERF61276,2025-04-10T10:14:25,ALD9384,DRV2844,DEP3,RT39020,1413.15,121.2,11.66,19.35,0.899,0.0,2.0,4.6,272.63,1993.93,2775.32,4.5,0.931,0.0,324.82,6.34,3.8,2025-10-04T23:50:06.824072,,,,,,,,,,,,,,,,,,,,
PERF99452,2025-03-25T04:25:58,ALD5959,DRV6882,DEP4,RT87334,1266.71,123.46,10.26,17.8,0.865,0.0,0.0,5.0,306.08,1436.11,2107.61,4.4,0.988,0.0,330.87,4.95,4.8,2025-10-04T23:50:06.824137,,,,,,,,,,,,,,,,,,,,
PERF91666,2025-06-15T13:36:53,ALD7035,DRV5273,DEP5,RT92502,1231.62,114.36,10.77,17.66,0.951,0.0,0.0,5.0,273.88,1743.24,2334.18,4.6,0.936,0.0,306.48,5.54,4.3,2025-10-04T23:50:06.824202,,,,,,,,,,,,,,,,,,,,
PERF30081,2025-04-30T03:12:21,ALD3524,DRV5923,DEP6,RT72261,1246.41,131.48,9.48,18.14,0.905,0.0,0.0,5.0,300.41,1866.04,2618.94,4.4,0.979,0.0,352.37,3.32,3.6,2025-10-04T23:50:06.824267,,,,,,,,,,,,,,,,,,,,
PERF42028,2025-03-08T00:43:04,ALD4715,DRV5062,DEP4,RT49771,579.09,64.41,8.99,8.21,0.869,0.0,0.0,5.0,164.5,652.05,1593.16,4.5,0.962,0.0,172.62,2.66,4.0,2025-10-04T23:50:06.824332,,,,,,,,,,,,,,,,,,,,
PERF28677,2025-03-03T06:59:24,ALD8998,DRV1847,DEP5,RT78842,313.93,31.77,9.88,6.36,0.954,0.0,0.0,5.0,88.02,601.64,1437.77,4.1,0.966,0.0,85.14,1.84,4.2,2025-10-04T23:50:06.824396,,,,,,,,,,,,,,,,,,,,
PERF78988,2025-04-12T04:31:06,ALD1755,DRV7310,DEP3,RT68403,564.66,70.41,8.02,8.09,0.875,0.0,0.0,5.0,161.28,406.23,871.08,4.5,0.944,0.0,188.7,1.91,4.2,2025-10-04T23:50:06.824468,,,,,,,,,,,,,,,,,,,,
PERF52539,2025-02-08T05:59:29,ALD2864,DRV4549,DEP2,RT30943,958.86,82.23,11.66,13.35,0.866,0.0,0.0,5.0,212.79,1197.19,2186.14,4.6,0.97,0.0,220.38,6.1,4.1,2025-10-04T23:50:06.824533,,,,,,,,,,,,,,,,,,,,
PERF14919,2025-06-10T18:31:02,ALD3988,DRV8152,DEP5,RT71385,311.4,27.56,11.3,4.6,0.866,0.0,0.0,5.0,67.59,508.81,780.5,4.8,0.961,0.0,73.86,1.35,4.1,2025-10-04T23:50:06.824601,,,,,,,,,,,,,,,,,,,,
PERF16572,2025-05-01T16:47:27,ALD3097,DRV3579,DEP4,RT10808,1206.09,159.11,7.58,16.7,0.923,0.0,4.0,4.2,354.81,1005.78,1957.47,4.4,0.974,0.0,426.41,4.95,3.9,2025-10-04T23:50:06.824669,,,,,,,,,,,,,,,,,,,,
PERF15339,2025-03-25T09:12:56,ALD2644,DRV1095,DEP6,RT59547,1422.53,185.23,7.68,27.78,0.925,0.0,0.0,5.0,467.81,947.77,1663.17,4.6,0.984,0.0,496.42,11.2,4.8,2025-10-04T23:50:06.824735,,,,,,,,,,,,,,,,,,,,
PERF93008,2025-01-17T10:52:23,ALD9298,DRV1950,DEP1,RT89766,388.34,49.09,7.91,6.04,0.944,0.0,0.0,5.0,132.07,701.98,1431.27,4.3,0.985,0.0,131.56,3.87,4.8,2025-10-04T23:50:06.824804,,,,,,,,,,,,,,,,,,,,
PERF26539,2025-04-05T12:24:15,ALD7998,DRV1101,DEP5,RT22243,1424.72,166.25,8.57,20.46,0.944,0.0,0.0,5.0,394.55,2097.88,2824.28,4.2,0.962,1.0,445.55,6.88,4.3,2025-10-04T23:50:06.824886,,,,,,,,,,,,,,,,,,,,
PERF10017,2025-05-02T21:22:18,ALD7865,DRV9407,DEP5,RT81478,1286.02,115.86,11.1,21.16,0.853,0.0,3.0,4.4,289.57,1013.3,2046.21,4.5,0.952,1.0,310.5,8.09,4.1,2025-10-04T23:50:06.824955,,,,,,,,,,,,,,,,,,,,
PERF96767,2025-06-03T12:03:06,ALD4424,DRV6435,DEP3,RT13151,645.51,68.82,9.38,13.43,0.957,0.0,0.0,5.0,159.23,439.02,924.21,4.9,0.959,0.0,184.44,1.54,4.2,2025-10-04T23:50:06.825020,,,,,,,,,,,,,,,,,,,,
PERF10172,2025-04-23T19:58:37,ALD7887,DRV2337,DEP1,RT36970,1326.28,117.68,11.27,22.82,0.871,0.0,0.0,5.0,248.23,1742.52,2569.75,4.1,0.976,0.0,315.38,3.1,3.7,2025-10-04T23:50:06.825085,,,,,,,,,,,,,,,,,,,,
PERF96000,2025-01-15T05:14:12,ALD4835,DRV6676,DEP2,RT41566,1174.8,190.41,6.17,23.41,0.934,0.0,2.0,4.6,435.82,2023.26,2816.41,5.0,0.92,0.0,510.3,4.18,4.5,2025-10-04T23:50:06.825150,,,,,,,,,,,,,,,,,,,,
PERF30166,2025-01-19T04:53:02,ALD6633,DRV7327,DEP5,RT69726,933.07,95.8,9.74,17.58,0.878,0.0,0.0,5.0,208.0,483.03,1149.31,4.4,0.939,0.0,256.74,6.14,4.0,2025-10-04T23:50:06.825222,,,,,,,,,,,,,,,,,,,,
PERF19366,2025-05-19T23:53:13,ALD5987,DRV8627,DEP1,RT60523,666.76,61.79,10.79,11.01,0.913,0.0,1.0,4.8,155.09,557.03,1182.92,4.7,0.93,0.0,165.6,4.32,4.7,2025-10-04T23:50:06.830261,,,,,,,,,,,,,,,,,,,,
PERF56603,2025-03-26T22:12:23,ALD3371,DRV4902,DEP2,RT49428,1277.81,115.01,11.11,19.87,0.877,0.0,0.0,5.0,276.37,1427.5,2115.09,4.2,0.948,2.0,308.23,5.44,4.9,2025-10-04T23:50:06.830557,,,,,,,,,,,,,,,,,,,,
PERF18070,2025-02-05T07:17:45,ALD9654,DRV1500,DEP5,RT20688,727.76,86.74,8.39,11.26,0.856,0.0,0.0,5.0,219.89,682.21,1206.48,4.1,0.987,0.0,232.46,1.92,4.9,2025-10-04T23:50:06.830713,,,,,,,,,,,,,,,,,,,,
PERF28081,2025-04-20T13:51:11,ALD2414,DRV4347,DEP5,RT35410,1235.88,203.94,6.06,22.84,0.918,0.0,0.0,5.0,474.18,2097.73,3191.4,4.8,0.955,0.0,546.56,4.64,4.4,2025-10-04T23:50:06.830845,,,,,,,,,,,,,,,,,,,,
PERF83855,2025-05-18T23:28:46,ALD4207,DRV1335,DEP4,RT93389,1429.87,170.43,8.39,19.21,0.927,0.0,0.0,5.0,373.18,1189.47,1790.35,4.1,0.978,0.0,456.75,7.35,3.9,2025-10-04T23:50:06.830974,,,,,,,,,,,,,,,,,,,,
PERF83488,2025-05-25T20:21:53,ALD9868,DRV5512,DEP2,RT15448,880.08,119.74,7.35,12.38,0.908,0.0,0.0,5.0,294.36,1758.43,2496.31,4.7,0.924,0.0,320.9,6.64,4.4,2025-10-04T23:50:06.831115,,,,,,,,,,,,,,,,,,,,
PERF88248,2025-01-03T19:00:07,ALD5292,DRV8712,DEP6,RT96189,421.36,55.66,7.57,5.66,0.935,0.0,1.0,4.8,123.81,743.75,1510.3,4.3,0.941,0.0,149.17,3.13,4.3,2025-10-04T23:50:06.831244,,,,,,,,,,,,,,,,,,,,
PERF92276,2025-06-17T12:25:47,ALD5882,DRV7594,DEP2,RT63618,404.51,43.97,9.2,5.49,0.952,0.0,0.0,5.0,108.02,209.6,842.08,4.5,0.933,0.0,117.84,1.11,4.0,2025-10-04T23:50:06.831365,,,,,,,,,,,,,,,,,,,,
PERF48449,2025-02-13T14:33:19,ALD4154,DRV6769,DEP1,RT83589,232.73,35.64,6.53,3.3,0.882,0.0,0.0,5.0,96.38,160.04,573.49,4.0,0.934,0.0,95.52,0.83,4.4,2025-10-04T23:50:06.831473,,,,,,,,,,,,,,,,,,,,
PERF36072,2025-06-07T09:44:23,ALD5329,DRV8594,DEP3,RT27237,1114.25,165.07,6.75,16.86,0.909,0.0,2.0,4.6,356.32,1068.83,2016.73,4.9,0.969,0.0,442.39,11.54,4.2,2025-10-04T23:50:06.831597,,,,,,,,,,,,,,,,,,,,
PERF99134,2025-05-08T22:28:24,ALD9240,DRV7013,DEP3,RT80804,264.15,25.5,10.36,3.8,0.88,0.0,1.0,4.8,67.1,295.18,794.09,4.2,0.926,0.0,68.34,0.98,3.8,2025-10-04T23:50:06.831706,,,,,,,,,,,,,,,,,,,,
PERF68676,2025-03-28T13:49:25,ALD2856,DRV7918,DEP2,RT26642,1120.02,144.15,7.77,21.25,0.866,0.0,2.0,4.6,369.97,636.74,1709.27,4.6,0.979,0.0,386.32,9.3,4.7,2025-10-04T23:50:06.831817,,,,,,,,,,,,,,,,,,,,
PERF93441,2025-04-17T02:49:28,ALD7185,DRV7824,DEP2,RT20790,891.3,98.7,9.03,13.91,0.94,0.0,1.0,4.8,237.06,1218.27,1937.5,5.0,0.968,0.0,264.52,3.87,4.2,2025-10-04T23:50:06.831934,,,,,,,,,,,,,,,,,,,,
PERF40035,2025-02-12T03:04:55,ALD3070,DRV9911,DEP4,RT88154,358.55,48.52,7.39,7.04,0.957,0.0,0.0,5.0,104.85,517.25,962.22,4.5,0.981,0.0,130.03,2.01,4.4,2025-10-04T23:50:06.832058,,,,,,,,,,,,,,,,,,,,
PERF35817,2025-04-26T12:59:41,ALD4798,DRV6564,DEP4,RT97191,929.59,112.95,8.23,13.51,0.942,0.0,1.0,4.8,283.3,1288.52,2210.89,4.9,0.973,0.0,302.71,8.63,3.8,2025-10-04T23:50:06.832186,,,,,,,,,,,,,,,,,,,,
PERF68672,2025-06-10T17:49:36,ALD4484,DRV3855,DEP1,RT64698,297.4,30.19,9.85,4.69,0.941,0.0,2.0,4.6,75.25,485.9,1346.02,4.7,0.97,1.0,80.91,2.15,4.8,2025-10-04T23:50:06.832312,,,,,,,,,,,,,,,,,,,,
PERF73794,2025-05-04T17:22:06,ALD8560,DRV4575,DEP4,RT21719,1397.81,154.62,9.04,20.92,0.85,0.0,0.0,5.0,378.23,1238.04,2180.96,4.6,0.983,0.0,414.38,7.16,4.9,2025-10-04T23:50:06.832427,,,,,,,,,,,,,,,,,,,,
PERF65258,2025-01-22T15:06:42,ALD6709,DRV7900,DEP3,RT39941,244.3,33.88,7.21,5.23,0.93,0.0,0.0,5.0,80.39,143.7,814.3,4.6,0.927,3.0,90.8,1.0,5.0,2025-10-04T23:50:06.832536,,,,,,,,,,,,,,,,,,,,
PERF94381,2025-03-11T20:27:47,ALD6361,DRV8085,DEP4,RT81160,704.96,62.22,11.33,12.73,0.918,0.0,0.0,5.0,156.2,924.44,1369.78,4.7,0.94,0.0,166.75,2.14,4.0,2025-10-04T23:50:06.832673,,,,,,,,,,,,,,,,,,,,
PERF80193,2025-03-10T00:22:49,ALD8836,DRV6643,DEP4,RT15945,934.53,139.48,6.7,13.35,0.913,0.0,2.0,4.6,344.63,1128.71,1798.77,4.6,0.961,0.0,373.81,5.22,4.0,2025-10-04T23:50:06.832790,,,,,,,,,,,,,,,,,,,,
PERF37930,2025-01-26T21:35:07,ALD9133,DRV2843,DEP5,RT11059,1189.56,114.38,10.4,25.73,0.897,0.0,0.0,5.0,268.96,2083.47,2573.69,4.0,0.97,1.0,306.54,8.76,4.4,2025-10-04T23:50:06.832906,,,,,,,,,,,,,,,,,,,,
PERF98355,2025-02-03T23:47:04,ALD5069,DRV6910,DEP1,RT61453,208.16,34.29,6.07,3.1,0.883,0.0,1.0,4.8,83.86,131.39,501.56,4.8,0.968,0.0,91.9,1.49,3.7,2025-10-04T23:50:06.833090,,,,,,,,,,,,,,,,,,,,
PERF89131,2025-06-02T15:32:08,ALD2739,DRV4870,DEP1,RT18912,323.89,53.71,6.03,4.61,0.853,0.0,0.0,5.0,127.36,196.43,847.89,4.8,0.947,0.0,143.94,3.65,4.4,2025-10-04T23:50:06.833239,,,,,,,,,,,,,,,,,,,,
PERF46822,2025-05-18T23:35:16,ALD7108,DRV2314,DEP4,RT78850,1324.66,183.47,7.22,26.51,0.874,0.0,0.0,5.0,405.4,1069.54,2260.7,4.3,0.965,2.0,491.7,6.63,4.2,2025-10-04T23:50:06.833374,,,,,,,,,,,,,,,,,,,,
PERF76268,2025-02-01T11:32:56,ALD7522,DRV7254,DEP2,RT29917,465.82,58.74,7.93,9.37,0.969,0.0,0.0,5.0,135.86,516.91,924.44,4.4,0.972,0.0,157.42,2.63,4.9,2025-10-04T23:50:06.833465,,,,,,,,,,,,,,,,,,,,
PERF99382,2025-05-28T22:04:14,ALD5813,DRV8119,DEP2,RT30022,967.89,99.47,9.73,13.39,0.978,0.0,0.0,5.0,210.01,1405.77,2348.9,4.6,0.958,0.0,266.58,5.95,3.8,2025-10-04T23:50:06.833548,,,,,,,,,,,,,,,,,,,,
PERF53108,2025-03-10T13:05:41,ALD6926,DRV4993,DEP2,RT29454,1496.88,178.41,8.39,27.76,0.865,0.0,0.0,5.0,387.25,1736.29,2377.28,4.7,0.97,0.0,478.14,13.65,3.9,2025-10-04T23:50:06.833634,,,,,,,,,,,,,,,,,,,,
PERF65598,2025-01-05T03:28:17,ALD2259,DRV3174,DEP4,RT17878,911.95,79.86,11.42,16.14,0.957,0.0,0.0,5.0,203.43,485.99,1165.84,4.9,0.928,0.0,214.02,4.27,3.5,2025-10-04T23:50:06.833757,,,,,,,,,,,,,,,,,,,,
PERF37178,2025-05-22T20:07:01,ALD6153,DRV5141,DEP3,RT65133,1270.55,187.67,6.77,21.02,0.977,0.0,1.0,4.8,459.5,1130.17,1909.0,4.9,0.931,0.0,502.96,5.39,4.7,2025-10-04T23:50:06.833859,,,,,,,,,,,,,,,,,,,,
PERF98700,2025-06-04T15:27:36,ALD7795,DRV2811,DEP4,RT54356,1093.73,96.45,11.34,23.88,0.874,0.0,0.0,5.0,216.64,814.05,1808.46,4.0,0.972,0.0,258.49,5.83,4.6,2025-10-04T23:50:06.833939,,,,,,,,,,,,,,,,,,,,
PERF48305,2025-02-08T12:20:15,ALD6387,DRV5831,DEP3,RT52602,1175.62,106.58,11.03,17.55,0.976,0.0,0.0,5.0,279.87,733.45,1465.96,4.8,0.925,0.0,285.63,4.15,4.2,2025-10-04T23:50:06.834026,,,,,,,,,,,,,,,,,,,,
PERF62457,2025-03-24T08:42:03,ALD5615,DRV9786,DEP4,RT31219,1354.61,173.22,7.82,18.31,0.882,0.0,1.0,4.8,430.93,2493.71,3688.71,4.4,0.936,0.0,464.23,10.01,4.5,2025-10-04T23:50:06.834134,,,,,,,,,,,,,,,,,,,,
PERF30863,2025-02-04T10:23:30,ALD2448,DRV9055,DEP5,RT52982,574.77,71.85,8.0,9.75,0.894,1.0,4.0,3.4,151.2,962.86,1574.49,4.6,0.932,1.0,192.56,5.02,3.9,2025-10-04T23:50:06.834213,,,,,,,,,,,,,,,,,,,,
PERF97567,2025-03-19T01:45:28,ALD2507,DRV8173,DEP6,RT63528,474.99,52.43,9.06,6.4,0.965,0.0,0.0,5.0,111.06,754.12,1631.15,5.0,0.942,0.0,140.51,3.0,3.9,2025-10-04T23:50:06.834285,,,,,,,,,,,,,,,,,,,,
PERF27705,2025-03-16T12:52:35,ALD6950,DRV2390,DEP2,RT42003,707.14,68.32,10.35,14.79,0.978,0.0,1.0,4.8,154.83,431.86,1252.62,4.2,0.979,0.0,183.1,4.42,4.9,2025-10-04T23:50:06.834354,,,,,,,,,,,,,,,,,,,,
PERF58566,2025-06-12T13:29:23,ALD4948,DRV8285,DEP6,RT43479,292.31,29.65,9.86,4.75,0.861,0.0,0.0,5.0,81.55,479.06,768.99,4.0,0.961,0.0,79.46,2.27,4.6,2025-10-04T23:50:06.834422,,,,,,,,,,,,,,,,,,,,
PERF16602,2025-05-13T20:34:09,ALD9482,DRV8134,DEP1,RT34548,1343.38,145.86,9.21,20.17,0.864,0.0,1.0,4.8,375.59,1356.96,1991.99,4.6,0.977,2.0,390.9,3.5,3.5,2025-10-04T23:50:06.834509,,,,,,,,,,,,,,,,,,,,
