metrics_id,date,vehicle_id,driver_id,depot_id,route_id,total_distance_km,total_fuel_consumed_liters,average_fuel_efficiency,total_delivery_time_hours,on_time_delivery_rate,accidents_count,violations_count,safety_score,total_fuel_cost_sar,maintenance_cost_sar,total_operating_cost_sar,customer_satisfaction_score,delivery_success_rate,complaint_count,co2_emissions_kg,fuel_waste_liters,environmental_score,created_at,warehouse_id,supplier_id,inventory_turnover,stock_accuracy_percent,stockout_incidents,overstock_value_sar,order_fulfillment_rate,average_order_cycle_time_days,order_accuracy_rate,supplier_performance_score,supplier_reliability_percent,cost_savings_sar,transportation_cost_sar,fuel_efficiency_km_per_liter,route_optimization_savings_sar,defect_rate_percent,return_rate_percent,carbon_footprint_kg_co2,waste_reduction_percent,sustainability_score
PERF74527,2025-06-11T08:08:34,ALD7299,DRV7730,DEP5,RT28709,620.89,76.84,8.08,9.66,0.965,0.0,0.0,5.0,197.69,655.2,1468.96,4.8,0.931,0.0,205.93,5.78,4.2,2025-10-04T21:14:57.616685,,,,,,,,,,,,,,,,,,,,
PERF10363,2025-03-03T03:17:20,ALD7163,DRV7176,DEP1,RT41774,311.83,51.71,6.03,5.57,0.935,1.0,0.0,4.2,124.17,275.03,1070.44,4.4,0.98,1.0,138.58,1.13,4.3,2025-10-04T21:14:57.616749,,,,,,,,,,,,,,,,,,,,
PERF15950,2025-04-18T02:45:11,ALD2122,DRV1455,DEP3,RT43526,942.33,110.47,8.53,18.66,0.927,0.0,0.0,5.0,288.15,1856.97,2942.27,4.1,0.967,0.0,296.06,2.39,4.8,2025-10-04T21:14:57.616812,,,,,,,,,,,,,,,,,,,,
PERF28119,2025-03-09T14:27:25,ALD5300,DRV6429,DEP3,RT22758,870.55,101.46,8.58,12.12,0.869,0.0,2.0,4.6,256.53,573.73,1630.1,4.3,0.966,0.0,271.91,4.09,4.1,2025-10-04T21:14:57.616886,,,,,,,,,,,,,,,,,,,,
PERF46260,2025-03-26T08:01:23,ALD1984,DRV4607,DEP4,RT80252,972.28,142.56,6.82,14.29,0.933,0.0,0.0,5.0,376.49,1258.66,2238.11,4.6,0.982,0.0,382.06,7.57,3.7,2025-10-04T21:14:57.616992,,,,,,,,,,,,,,,,,,,,
PERF68754,2025-06-22T18:33:00,ALD1228,DRV5689,DEP6,RT59589,224.69,22.56,9.96,4.91,0.968,0.0,2.0,4.6,58.33,231.36,709.38,4.0,0.955,1.0,60.46,0.66,3.5,2025-10-04T21:14:57.617084,,,,,,,,,,,,,,,,,,,,
PERF85728,2025-05-24T17:44:06,ALD9327,DRV9296,DEP4,RT95777,1165.31,112.92,10.32,21.86,0.899,0.0,0.0,5.0,257.51,2077.64,2863.55,4.8,0.939,0.0,302.63,3.78,4.8,2025-10-04T21:14:57.617176,,,,,,,,,,,,,,,,,,,,
PERF53648,2025-02-06T09:27:03,ALD5728,DRV2017,DEP4,RT71249,651.0,82.2,7.92,9.95,0.905,0.0,0.0,5.0,212.93,417.29,1165.5,4.9,0.934,1.0,220.3,6.4,3.9,2025-10-04T21:14:57.617290,,,,,,,,,,,,,,,,,,,,
PERF29798,2025-06-17T14:31:12,ALD5510,DRV2520,DEP6,RT59264,1122.29,118.26,9.49,16.39,0.922,0.0,0.0,5.0,308.24,986.48,1987.09,4.7,0.969,0.0,316.94,8.01,4.1,2025-10-04T21:14:57.617472,,,,,,,,,,,,,,,,,,,,
PERF51117,2025-05-30T08:23:43,ALD5993,DRV9706,DEP1,RT23025,1473.63,227.76,6.47,24.37,0.945,0.0,0.0,5.0,529.86,2391.69,3231.26,4.2,0.936,2.0,610.4,12.75,4.7,2025-10-04T21:14:57.617588,,,,,,,,,,,,,,,,,,,,
PERF20468,2025-04-01T16:28:32,ALD6996,DRV5866,DEP1,RT18656,429.37,49.75,8.63,7.15,0.884,0.0,0.0,5.0,112.49,385.62,1282.01,4.1,0.979,0.0,133.33,2.55,3.9,2025-10-04T21:14:57.617681,,,,,,,,,,,,,,,,,,,,
PERF87312,2025-02-04T06:44:22,ALD3462,DRV3472,DEP6,RT83117,631.23,64.74,9.75,13.41,0.9,0.0,0.0,5.0,137.01,948.45,1545.16,4.8,0.932,0.0,173.5,3.78,4.9,2025-10-04T21:14:57.617781,,,,,,,,,,,,,,,,,,,,
PERF59517,2025-02-27T05:44:55,ALD6500,DRV3331,DEP1,RT28757,647.75,83.47,7.76,11.86,0.97,0.0,0.0,5.0,182.69,619.81,1153.67,4.3,0.949,0.0,223.7,2.0,3.6,2025-10-04T21:14:57.617861,,,,,,,,,,,,,,,,,,,,
PERF69901,2025-05-08T07:23:11,ALD1438,DRV4712,DEP1,RT74238,574.68,54.42,10.56,10.83,0.874,0.0,0.0,5.0,136.86,554.1,1196.12,4.5,0.924,1.0,145.85,1.44,4.4,2025-10-04T21:14:57.617931,,,,,,,,,,,,,,,,,,,,
PERF53663,2025-03-14T00:12:50,ALD7189,DRV8442,DEP3,RT71268,1317.25,172.64,7.63,21.29,0.871,0.0,0.0,5.0,437.11,2183.09,3189.74,4.6,0.942,0.0,462.68,11.83,4.9,2025-10-04T21:14:57.617999,,,,,,,,,,,,,,,,,,,,
PERF11911,2025-02-12T10:02:41,ALD5206,DRV9715,DEP6,RT56085,1374.55,216.81,6.34,28.44,0.979,0.0,0.0,5.0,593.87,2322.69,3147.51,4.8,0.99,0.0,581.05,7.12,4.4,2025-10-04T21:14:57.618075,,,,,,,,,,,,,,,,,,,,
PERF71653,2025-06-03T21:57:40,ALD7264,DRV6134,DEP3,RT85428,1322.36,155.21,8.52,28.72,0.859,0.0,0.0,5.0,346.85,1035.73,1744.06,4.3,0.929,0.0,415.96,8.28,3.8,2025-10-04T21:14:57.618144,,,,,,,,,,,,,,,,,,,,
PERF26949,2025-06-15T14:23:23,ALD2028,DRV9568,DEP3,RT92251,291.4,40.53,7.19,6.19,0.931,0.0,0.0,5.0,107.77,443.96,959.2,4.6,0.984,0.0,108.62,2.08,4.3,2025-10-04T21:14:57.618210,,,,,,,,,,,,,,,,,,,,
PERF96671,2025-04-13T07:14:54,ALD3407,DRV7373,DEP1,RT35793,1051.37,140.0,7.51,15.27,0.87,0.0,0.0,5.0,316.81,780.92,1803.21,4.8,0.955,0.0,375.2,3.18,4.1,2025-10-04T21:14:57.618277,,,,,,,,,,,,,,,,,,,,
PERF19744,2025-04-16T08:12:02,ALD5839,DRV3206,DEP3,RT77695,1351.55,156.61,8.63,20.72,0.952,0.0,1.0,4.8,350.94,1636.36,2509.43,4.0,0.955,0.0,419.71,7.57,4.3,2025-10-04T21:14:57.618342,,,,,,,,,,,,,,,,,,,,
PERF50982,2025-06-01T03:43:04,ALD2915,DRV6753,DEP4,RT12510,1270.07,196.91,6.45,21.94,0.947,0.0,0.0,5.0,547.98,1860.35,3026.71,4.8,0.92,0.0,527.72,12.41,4.1,2025-10-04T21:14:57.618407,,,,,,,,,,,,,,,,,,,,
PERF84609,2025-02-04T19:30:47,ALD3307,DRV9747,DEP2,RT20196,633.05,53.33,11.87,10.49,0.889,0.0,0.0,5.0,119.16,990.94,1430.35,4.2,0.966,0.0,142.92,2.85,3.8,2025-10-04T21:14:57.618485,,,,,,,,,,,,,,,,,,,,
PERF44135,2025-03-28T23:32:10,ALD5903,DRV7907,DEP4,RT91274,1324.13,131.89,10.04,21.29,0.968,0.0,1.0,4.8,285.73,1298.81,1968.61,4.3,0.93,0.0,353.47,8.47,3.6,2025-10-04T21:14:57.618552,,,,,,,,,,,,,,,,,,,,
PERF15547,2025-03-02T01:36:36,ALD1896,DRV2894,DEP1,RT17167,1047.0,160.09,6.54,16.55,0.931,2.0,0.0,3.4,442.11,1612.26,2639.18,4.8,0.955,0.0,429.04,4.34,4.7,2025-10-04T21:14:57.618618,,,,,,,,,,,,,,,,,,,,
PERF14233,2025-05-09T05:50:21,ALD8395,DRV2758,DEP3,RT51088,805.35,105.0,7.67,11.51,0.95,0.0,0.0,5.0,270.06,957.0,1861.83,4.6,0.934,1.0,281.4,6.31,4.0,2025-10-04T21:14:57.618683,,,,,,,,,,,,,,,,,,,,
PERF71637,2025-02-25T21:02:53,ALD6619,DRV1615,DEP5,RT21246,1353.16,193.31,7.0,18.77,0.946,0.0,2.0,4.6,500.94,1817.78,2801.95,4.1,0.97,0.0,518.07,12.87,4.9,2025-10-04T21:14:57.618747,,,,,,,,,,,,,,,,,,,,
PERF31864,2025-02-23T07:07:03,ALD6507,DRV6078,DEP1,RT44591,206.77,32.82,6.3,3.1,0.852,0.0,0.0,5.0,90.62,208.69,773.04,4.7,0.927,2.0,87.96,1.6,4.0,2025-10-04T21:14:57.618813,,,,,,,,,,,,,,,,,,,,
PERF46975,2025-04-24T01:03:46,ALD3508,DRV6476,DEP1,RT98506,931.64,87.81,10.61,14.23,0.947,0.0,0.0,5.0,215.94,489.93,1077.34,4.8,0.921,0.0,235.33,2.11,3.6,2025-10-04T21:14:57.618938,,,,,,,,,,,,,,,,,,,,
PERF88581,2025-02-17T05:43:50,ALD5154,DRV5275,DEP3,RT89398,1479.85,162.26,9.12,24.35,0.855,0.0,1.0,4.8,420.81,2589.61,3615.08,4.5,0.923,0.0,434.86,10.17,4.1,2025-10-04T21:14:57.619107,,,,,,,,,,,,,,,,,,,,
PERF84522,2025-04-07T10:35:38,ALD6460,DRV1953,DEP4,RT50571,1395.61,209.55,6.66,22.99,0.866,0.0,2.0,4.6,505.95,1185.79,2456.2,4.5,0.933,0.0,561.59,4.41,4.7,2025-10-04T21:14:57.619257,,,,,,,,,,,,,,,,,,,,
PERF87451,2025-05-22T19:50:56,ALD7109,DRV7097,DEP4,RT69319,282.51,31.46,8.98,4.73,0.896,0.0,0.0,5.0,81.48,426.26,726.65,4.5,0.975,0.0,84.31,1.15,4.7,2025-10-04T21:14:57.619428,,,,,,,,,,,,,,,,,,,,
PERF77480,2025-02-14T16:04:16,ALD8720,DRV8997,DEP5,RT28498,677.83,91.85,7.38,9.72,0.891,0.0,1.0,4.8,200.72,1350.78,1857.77,4.9,0.979,0.0,246.16,2.34,4.4,2025-10-04T21:14:57.619573,,,,,,,,,,,,,,,,,,,,
PERF72419,2025-06-28T03:29:18,ALD8248,DRV5092,DEP3,RT85801,1338.43,171.81,7.79,22.42,0.886,0.0,0.0,5.0,364.43,1215.93,1849.35,4.6,0.985,0.0,460.45,11.52,4.0,2025-10-04T21:14:57.619730,,,,,,,,,,,,,,,,,,,,
PERF71786,2025-05-03T07:45:04,ALD8327,DRV9157,DEP3,RT55178,795.94,72.69,10.95,15.06,0.916,0.0,0.0,5.0,191.36,1524.0,1983.17,4.7,0.934,0.0,194.81,4.55,4.9,2025-10-04T21:14:57.619876,,,,,,,,,,,,,,,,,,,,
PERF40435,2025-05-05T03:31:58,ALD6827,DRV3410,DEP5,RT55153,1002.67,93.36,10.74,20.88,0.912,0.0,0.0,5.0,255.56,550.8,1449.79,4.6,0.961,0.0,250.2,6.39,4.8,2025-10-04T21:14:57.620019,,,,,,,,,,,,,,,,,,,,
PERF96768,2025-03-26T19:32:33,ALD7907,DRV4874,DEP3,RT45676,946.53,131.83,7.18,16.64,0.931,0.0,0.0,5.0,363.53,562.06,1708.81,4.4,0.946,3.0,353.3,6.66,4.6,2025-10-04T21:14:57.620162,,,,,,,,,,,,,,,,,,,,
PERF82962,2025-04-20T23:42:46,ALD5485,DRV5962,DEP1,RT34543,1415.54,192.85,7.34,21.17,0.866,0.0,0.0,5.0,464.4,777.74,1659.6,4.5,0.976,0.0,516.84,11.6,4.2,2025-10-04T21:14:57.620327,,,,,,,,,,,,,,,,,,,,
PERF77999,2025-02-12T08:04:41,ALD6249,DRV9945,DEP4,RT66837,899.33,130.91,6.87,16.92,0.863,0.0,2.0,4.6,347.8,1661.97,2626.2,4.8,0.942,0.0,350.84,8.45,4.7,2025-10-04T21:14:57.620474,,,,,,,,,,,,,,,,,,,,
PERF63796,2025-03-29T01:46:33,ALD1808,DRV9725,DEP2,RT19538,864.31,95.4,9.06,15.28,0.893,0.0,2.0,4.6,247.67,1678.16,2374.06,4.7,0.989,0.0,255.67,5.62,4.6,2025-10-04T21:14:57.620608,,,,,,,,,,,,,,,,,,,,
PERF34012,2025-05-26T19:53:07,ALD7042,DRV1687,DEP5,RT12971,843.01,76.36,11.04,16.88,0.903,0.0,0.0,5.0,211.39,1630.46,2049.01,4.5,0.979,0.0,204.64,5.06,4.5,2025-10-04T21:14:57.620763,,,,,,,,,,,,,,,,,,,,
PERF55907,2025-05-04T21:02:07,ALD6925,DRV1108,DEP2,RT18692,679.98,82.22,8.27,11.16,0.86,0.0,0.0,5.0,207.87,634.67,1187.21,4.9,0.922,0.0,220.35,4.25,4.5,2025-10-04T21:14:57.620902,,,,,,,,,,,,,,,,,,,,
PERF29047,2025-06-26T07:08:10,ALD3374,DRV2497,DEP4,RT29641,560.43,53.73,10.43,10.29,0.877,0.0,3.0,4.4,124.21,965.74,1755.15,4.8,0.927,0.0,144.0,3.25,4.4,2025-10-04T21:14:57.621040,,,,,,,,,,,,,,,,,,,,
PERF20330,2025-04-12T02:12:59,ALD6879,DRV5073,DEP4,RT38632,1183.76,108.4,10.92,18.5,0.888,0.0,0.0,5.0,259.15,2309.16,3179.25,4.7,0.982,0.0,290.51,6.17,5.0,2025-10-04T21:14:57.621187,,,,,,,,,,,,,,,,,,,,
PERF60075,2025-05-10T22:21:15,ALD3549,DRV7459,DEP4,RT58773,357.15,31.47,11.35,7.58,0.884,0.0,4.0,4.2,84.56,487.95,970.56,4.7,0.938,0.0,84.34,1.97,4.1,2025-10-04T21:14:57.621328,,,,,,,,,,,,,,,,,,,,
PERF37731,2025-05-04T05:38:30,ALD8328,DRV5759,DEP4,RT84348,797.75,84.15,9.48,12.13,0.863,0.0,0.0,5.0,220.01,1093.58,1677.02,4.5,0.973,0.0,225.52,4.17,4.6,2025-10-04T21:14:57.621468,,,,,,,,,,,,,,,,,,,,
PERF88903,2025-02-03T11:19:33,ALD3508,DRV2984,DEP4,RT81249,677.22,80.43,8.42,11.86,0.869,0.0,0.0,5.0,219.65,1069.07,1931.62,4.4,0.961,0.0,215.55,3.36,4.5,2025-10-04T21:14:57.621608,,,,,,,,,,,,,,,,,,,,
PERF73373,2025-05-23T01:59:43,ALD1479,DRV3198,DEP2,RT51411,288.33,24.86,11.6,6.2,0.949,0.0,0.0,5.0,54.35,532.22,1267.86,4.9,0.98,0.0,66.62,0.75,3.8,2025-10-04T21:14:57.621747,,,,,,,,,,,,,,,,,,,,
PERF84929,2025-06-10T13:41:06,ALD4101,DRV8433,DEP2,RT22209,439.0,56.07,7.83,6.27,0.964,0.0,2.0,4.6,148.8,818.69,1658.61,4.4,0.972,0.0,150.27,3.8,3.7,2025-10-04T21:14:57.621884,,,,,,,,,,,,,,,,,,,,
PERF52782,2025-02-25T01:03:56,ALD9202,DRV2763,DEP1,RT32406,1141.37,117.55,9.71,17.24,0.897,0.0,0.0,5.0,249.47,701.7,1586.17,4.1,0.931,0.0,315.03,6.21,4.2,2025-10-04T21:14:57.622037,,,,,,,,,,,,,,,,,,,,
PERF76667,2025-02-04T03:01:39,ALD9862,DRV8508,DEP1,RT51408,587.42,87.15,6.74,7.98,0.97,0.0,1.0,4.8,239.29,595.05,1319.28,4.4,0.926,0.0,233.56,2.57,4.2,2025-10-04T21:14:57.622166,,,,,,,,,,,,,,,,,,,,
PERF25502,2025-05-16T11:08:09,ALD7961,DRV6457,DEP5,RT45898,413.35,37.78,10.94,7.43,0.929,0.0,0.0,5.0,85.9,322.27,1079.77,4.1,0.982,0.0,101.25,2.39,4.8,2025-10-04T21:14:57.622242,,,,,,,,,,,,,,,,,,,,
PERF94961,2025-04-03T03:30:54,ALD5760,DRV5949,DEP1,RT62630,937.17,104.71,8.95,14.31,0.974,0.0,0.0,5.0,256.49,1435.09,2319.61,4.6,0.962,0.0,280.62,6.62,3.8,2025-10-04T21:14:57.622309,,,,,,,,,,,,,,,,,,,,
PERF71554,2025-04-17T16:41:27,ALD1113,DRV5398,DEP1,RT66228,1141.1,108.78,10.49,18.32,0.92,0.0,2.0,4.6,300.44,1705.62,2306.38,4.0,0.941,0.0,291.53,6.49,4.5,2025-10-04T21:14:57.622520,,,,,,,,,,,,,,,,,,,,
PERF49388,2025-02-18T20:50:22,ALD7466,DRV2655,DEP4,RT52819,757.42,82.6,9.17,15.14,0.932,0.0,3.0,4.4,203.05,1171.7,1582.46,4.6,0.989,0.0,221.37,5.18,4.8,2025-10-04T21:14:57.622602,,,,,,,,,,,,,,,,,,,,
PERF87665,2025-03-16T09:50:57,ALD6893,DRV6809,DEP3,RT60683,674.97,77.49,8.71,9.39,0.88,0.0,0.0,5.0,173.04,875.34,1358.26,4.8,0.956,0.0,207.67,3.73,5.0,2025-10-04T21:14:57.622668,,,,,,,,,,,,,,,,,,,,
PERF65325,2025-06-28T03:05:24,ALD8567,DRV9498,DEP2,RT16774,255.19,23.67,10.78,5.6,0.918,0.0,2.0,4.6,60.25,260.6,857.4,4.7,0.952,0.0,63.44,0.95,4.5,2025-10-04T21:14:57.622732,,,,,,,,,,,,,,,,,,,,
PERF69579,2025-05-06T19:20:52,ALD3514,DRV3666,DEP4,RT86360,704.65,76.1,9.26,13.67,0.875,0.0,0.0,5.0,211.11,445.69,875.24,4.3,0.979,0.0,203.95,4.71,4.8,2025-10-04T21:14:57.622796,,,,,,,,,,,,,,,,,,,,
PERF22762,2025-03-09T23:50:58,ALD6898,DRV3029,DEP5,RT74024,787.5,82.55,9.54,12.74,0.889,0.0,0.0,5.0,189.63,838.39,1621.57,4.9,0.939,0.0,221.23,4.03,3.6,2025-10-04T21:14:57.622867,,,,,,,,,,,,,,,,,,,,
PERF94396,2025-03-03T19:18:42,ALD9832,DRV3569,DEP5,RT80049,1159.48,113.45,10.22,16.88,0.973,0.0,0.0,5.0,261.13,2095.85,3109.77,4.8,0.926,0.0,304.05,4.53,4.0,2025-10-04T21:14:57.622936,,,,,,,,,,,,,,,,,,,,
PERF14086,2025-04-26T04:07:07,ALD4409,DRV4375,DEP4,RT16416,410.86,46.01,8.93,7.71,0.86,0.0,0.0,5.0,112.92,298.59,1063.12,4.7,0.975,2.0,123.31,2.58,4.8,2025-10-04T21:14:57.623000,,,,,,,,,,,,,,,,,,,,
PERF86387,2025-04-22T08:57:15,ALD6306,DRV5387,DEP6,RT24010,286.68,32.07,8.94,4.8,0.895,0.0,0.0,5.0,72.86,521.34,1164.88,4.2,0.964,0.0,85.95,1.4,4.9,2025-10-04T21:14:57.623065,,,,,,,,,,,,,,,,,,,,
PERF96531,2025-02-14T17:22:51,ALD6028,DRV2281,DEP6,RT28935,1258.24,122.16,10.3,17.4,0.956,0.0,0.0,5.0,339.08,677.74,1618.39,4.9,0.953,0.0,327.39,8.4,3.8,2025-10-04T21:14:57.623131,,,,,,,,,,,,,,,,,,,,
PERF69723,2025-04-28T23:36:21,ALD7826,DRV2523,DEP3,RT13554,255.39,32.45,7.87,4.07,0.936,0.0,0.0,5.0,84.75,225.99,738.59,4.4,0.989,0.0,86.97,2.5,4.1,2025-10-04T21:14:57.623194,,,,,,,,,,,,,,,,,,,,
PERF90774,2025-06-01T10:04:51,ALD5972,DRV9825,DEP6,RT35866,424.14,55.15,7.69,6.57,0.971,1.0,3.0,3.6,147.81,814.12,1403.41,4.7,0.922,0.0,147.8,3.01,4.8,2025-10-04T21:14:57.623257,,,,,,,,,,,,,,,,,,,,
PERF48219,2025-06-28T14:43:45,ALD2414,DRV6652,DEP4,RT37894,1184.65,104.84,11.3,16.49,0.951,0.0,0.0,5.0,256.92,1469.54,2066.98,4.6,0.986,0.0,280.97,7.04,4.4,2025-10-04T21:14:57.623321,,,,,,,,,,,,,,,,,,,,
PERF10953,2025-02-20T05:57:12,ALD1161,DRV8053,DEP3,RT18023,846.32,94.04,9.0,14.37,0.959,0.0,0.0,5.0,230.44,803.66,1396.03,4.5,0.951,0.0,252.03,2.78,4.9,2025-10-04T21:14:57.623384,,,,,,,,,,,,,,,,,,,,
PERF56171,2025-06-22T22:30:38,ALD8931,DRV4119,DEP6,RT29535,346.4,36.39,9.52,5.33,0.971,0.0,0.0,5.0,90.13,603.76,1007.79,4.3,0.934,0.0,97.53,2.87,4.5,2025-10-04T21:14:57.623452,,,,,,,,,,,,,,,,,,,,
PERF98834,2025-04-17T04:57:33,ALD6258,DRV3567,DEP5,RT83250,669.42,76.42,8.76,11.28,0.965,0.0,0.0,5.0,175.28,339.2,976.61,4.8,0.964,1.0,204.81,3.72,4.3,2025-10-04T21:14:57.623517,,,,,,,,,,,,,,,,,,,,
PERF14115,2025-02-20T12:46:24,ALD2406,DRV2682,DEP2,RT21236,1072.57,126.63,8.47,18.82,0.932,0.0,0.0,5.0,340.38,2088.92,3044.68,4.5,0.948,0.0,339.37,7.52,4.8,2025-10-04T21:14:57.623580,,,,,,,,,,,,,,,,,,,,
PERF15144,2025-04-08T21:57:46,ALD5803,DRV9148,DEP1,RT37267,372.16,32.56,11.43,6.29,0.965,0.0,0.0,5.0,74.62,256.97,685.93,5.0,0.962,0.0,87.26,0.67,4.8,2025-10-04T21:14:57.623644,,,,,,,,,,,,,,,,,,,,
PERF16006,2025-06-04T06:36:07,ALD5084,DRV6818,DEP3,RT38169,920.42,79.28,11.61,14.11,0.931,0.0,0.0,5.0,184.56,905.32,1352.99,4.8,0.948,0.0,212.47,5.83,3.7,2025-10-04T21:14:57.623708,,,,,,,,,,,,,,,,,,,,
PERF25807,2025-04-21T17:35:08,ALD8372,DRV7259,DEP5,RT90194,1259.63,167.5,7.52,20.35,0.907,0.0,0.0,5.0,425.48,2087.15,3039.36,4.4,0.933,0.0,448.9,9.9,3.6,2025-10-04T21:14:57.623771,,,,,,,,,,,,,,,,,,,,
PERF50428,2025-06-10T17:03:33,ALD9441,DRV7843,DEP3,RT25747,540.17,47.93,11.27,11.59,0.978,0.0,0.0,5.0,118.75,789.53,1449.4,4.6,0.969,0.0,128.45,1.73,4.5,2025-10-04T21:14:57.623835,,,,,,,,,,,,,,,,,,,,
PERF39839,2025-04-15T19:33:48,ALD4984,DRV9563,DEP6,RT21904,946.68,122.31,7.74,20.99,0.867,0.0,2.0,4.6,279.74,676.91,1533.09,4.9,0.928,0.0,327.79,6.73,4.9,2025-10-04T21:14:57.623898,,,,,,,,,,,,,,,,,,,,
PERF91880,2025-05-11T15:03:58,ALD1188,DRV9072,DEP5,RT22280,928.19,96.09,9.66,19.78,0.875,0.0,1.0,4.8,261.29,1844.7,2504.18,4.2,0.94,0.0,257.52,5.1,4.2,2025-10-04T21:14:57.623966,,,,,,,,,,,,,,,,,,,,
PERF13168,2025-06-08T23:27:44,ALD6465,DRV1067,DEP3,RT19432,529.95,59.08,8.97,7.63,0.879,0.0,0.0,5.0,165.36,350.71,904.03,4.9,0.985,0.0,158.33,4.22,4.3,2025-10-04T21:14:57.624030,,,,,,,,,,,,,,,,,,,,
PERF45327,2025-06-24T21:43:34,ALD6379,DRV8065,DEP5,RT92690,365.95,40.98,8.93,6.93,0.933,0.0,1.0,4.8,110.18,264.99,1079.23,4.9,0.975,0.0,109.83,2.17,4.1,2025-10-04T21:14:57.624099,,,,,,,,,,,,,,,,,,,,
PERF61307,2025-06-01T19:40:17,ALD7368,DRV7810,DEP6,RT12500,1338.91,113.66,11.78,22.77,0.852,0.0,2.0,4.6,293.58,858.06,1588.52,4.7,0.977,0.0,304.61,5.5,4.6,2025-10-04T21:14:57.624169,,,,,,,,,,,,,,,,,,,,
PERF55230,2025-06-03T15:26:38,ALD1234,DRV6805,DEP2,RT31679,565.99,60.47,9.36,8.87,0.979,0.0,0.0,5.0,148.42,440.84,1199.04,4.1,0.971,0.0,162.06,2.25,3.5,2025-10-04T21:14:57.624235,,,,,,,,,,,,,,,,,,,,
PERF94801,2025-04-25T01:26:15,ALD8360,DRV8889,DEP4,RT95623,945.93,134.94,7.01,12.7,0.965,0.0,1.0,4.8,297.11,759.55,1740.92,4.1,0.979,0.0,361.64,10.77,3.8,2025-10-04T21:14:57.624303,,,,,,,,,,,,,,,,,,,,
PERF91848,2025-03-16T13:38:34,ALD8058,DRV7582,DEP1,RT98275,565.83,54.41,10.4,10.66,0.874,0.0,1.0,4.8,134.16,1026.14,1524.17,4.5,0.983,0.0,145.82,2.84,4.1,2025-10-04T21:14:57.624367,,,,,,,,,,,,,,,,,,,,
PERF48265,2025-02-13T10:29:35,ALD2079,DRV2515,DEP1,RT63959,1000.64,88.95,11.25,19.74,0.94,0.0,1.0,4.8,246.82,898.63,1490.93,4.5,0.967,0.0,238.39,3.0,4.5,2025-10-04T21:14:57.624430,,,,,,,,,,,,,,,,,,,,
PERF99256,2025-02-21T08:31:23,ALD5707,DRV2993,DEP2,RT96587,807.62,78.72,10.26,14.2,0.918,0.0,0.0,5.0,191.63,670.08,1188.04,4.2,0.947,0.0,210.97,4.12,3.6,2025-10-04T21:14:57.624493,,,,,,,,,,,,,,,,,,,,
PERF65229,2025-06-04T16:59:21,ALD8259,DRV2407,DEP1,RT43697,600.08,50.94,11.78,11.21,0.952,0.0,0.0,5.0,123.39,877.99,1583.33,4.4,0.972,0.0,136.52,2.46,4.4,2025-10-04T21:14:57.624557,,,,,,,,,,,,,,,,,,,,
PERF30977,2025-06-21T00:42:35,ALD3877,DRV2048,DEP4,RT44248,1376.36,119.58,11.51,24.78,0.86,0.0,0.0,5.0,285.39,1894.91,2751.79,4.5,0.952,0.0,320.47,3.06,4.6,2025-10-04T21:14:57.624626,,,,,,,,,,,,,,,,,,,,
PERF12938,2025-04-07T22:40:30,ALD2997,DRV6340,DEP6,RT94905,816.2,78.48,10.4,10.95,0.881,0.0,2.0,4.6,187.81,914.9,1699.21,5.0,0.987,0.0,210.33,1.6,4.5,2025-10-04T21:14:57.624695,,,,,,,,,,,,,,,,,,,,
PERF73576,2025-04-10T21:08:33,ALD3684,DRV3381,DEP6,RT19786,1427.24,119.84,11.91,20.23,0.896,0.0,3.0,4.4,256.41,1312.23,1927.93,4.9,0.976,0.0,321.17,2.59,3.7,2025-10-04T21:14:57.624760,,,,,,,,,,,,,,,,,,,,
PERF19365,2025-04-15T12:23:03,ALD6846,DRV6295,DEP1,RT96982,1497.0,178.43,8.39,25.17,0.954,0.0,1.0,4.8,395.09,2022.32,2793.83,4.8,0.962,0.0,478.19,11.6,3.7,2025-10-04T21:14:57.624824,,,,,,,,,,,,,,,,,,,,
PERF39721,2025-06-27T21:38:30,ALD1916,DRV3129,DEP5,RT75262,887.74,103.71,8.56,16.18,0.962,0.0,2.0,4.6,235.21,1281.1,1965.71,4.7,0.943,0.0,277.94,7.84,4.7,2025-10-04T21:14:57.624888,,,,,,,,,,,,,,,,,,,,
PERF43730,2025-06-08T01:55:02,ALD9980,DRV7913,DEP6,RT96079,634.32,80.81,7.85,11.1,0.852,0.0,3.0,4.4,181.26,1237.73,2196.51,4.9,0.962,0.0,216.57,3.77,3.7,2025-10-04T21:14:57.624951,,,,,,,,,,,,,,,,,,,,
PERF85273,2025-02-21T11:31:45,ALD8867,DRV9368,DEP5,RT12074,875.27,81.72,10.71,12.74,0.868,0.0,0.0,5.0,176.7,1641.13,2287.84,4.1,0.928,0.0,219.01,3.03,4.7,2025-10-04T21:14:57.625019,,,,,,,,,,,,,,,,,,,,
PERF38634,2025-02-15T08:33:31,ALD3619,DRV8652,DEP2,RT36573,282.25,32.63,8.65,4.96,0.88,0.0,2.0,4.6,82.37,420.68,903.96,4.3,0.956,0.0,87.45,2.14,5.0,2025-10-04T21:14:57.625083,,,,,,,,,,,,,,,,,,,,
