inventory_id,depot_id,item_code,item_name,item_category,quantity_in_stock,minimum_stock_level,maximum_stock_level,unit_cost_sar,supplier_name,last_restocked_date,expiry_date,batch_number,storage_location,condition,created_at
INV10535,DEP5,ITEM9767,Brake Pads,Brake System,162,44,233,350.77,Aramco Parts,2025-02-24T05:01:03,2026-11-07T05:01:03,BATCH-5536,Warehouse B,Good,2025-10-04T23:50:00.455411
INV58277,DEP5,ITEM8546,Tire 315/80R22.5,Tires,139,55,566,1089.76,Aftermarket Parts,2025-02-13T16:26:51,2026-03-14T16:26:51,BATCH-5093,Cold Storage,Good,2025-10-04T23:50:00.455910
INV46721,DEP1,ITEM3041,Tire 295/80R22.5,Tires,258,63,430,2050.19,Local Supplier,2025-04-13T00:09:15,2026-09-06T00:09:15,BATCH-8384,Cold Storage,Poor,2025-10-04T23:50:00.456196
INV32142,DEP1,ITEM7944,Battery 12V,Electrical,76,43,312,342.14,Local Supplier,2025-01-15T17:28:13,,BATCH-7715,Warehouse B,Good,2025-10-04T23:50:00.456327
INV10817,DEP2,ITEM6310,Grease,Fluids,285,12,317,346.87,Volvo Parts,2025-04-26T11:38:57,2026-11-16T11:38:57,BATCH-3428,Warehouse B,Good,2025-10-04T23:50:00.456520
INV31928,DEP1,ITEM2155,Brake Discs,Brake System,266,32,295,415.73,Mercedes Parts,2025-01-07T18:13:32,2026-09-24T18:13:32,BATCH-0051,Cold Storage,Good,2025-10-04T23:50:00.456642
INV69357,DEP3,ITEM1945,Bulbs,Electrical,178,48,295,176.16,Chevron Parts,2025-03-22T18:59:36,,BATCH-2079,Cold Storage,Good,2025-10-04T23:50:00.456719
INV29896,DEP1,ITEM1342,Grease,Fluids,231,47,451,168.18,MAN Parts,2025-05-10T01:18:16,,BATCH-8510,Warehouse B,Poor,2025-10-04T23:50:00.456790
INV32919,DEP6,ITEM8058,Starter Motor,Electrical,155,36,291,279.31,Scania Parts,2025-02-15T13:20:54,,BATCH-6415,Cold Storage,Good,2025-10-04T23:50:00.456864
INV91338,DEP6,ITEM7101,First Aid Kit,Accessories,32,22,135,118.81,Shell Lubricants,2025-01-09T22:54:21,,BATCH-2421,Warehouse A,Good,2025-10-04T23:50:00.456946
INV39216,DEP1,ITEM8270,Fuel Filter,Engine Parts,415,50,426,167.19,Mercedes Parts,2025-05-28T15:25:49,2026-11-18T15:25:49,BATCH-6788,Hazardous Storage,Good,2025-10-04T23:50:00.457017
INV94823,DEP2,ITEM9353,Valve Stems,Tires,174,31,323,457.53,Aramco Parts,2025-06-01T17:32:31,2028-01-19T17:32:31,BATCH-3534,Hazardous Storage,Poor,2025-10-04T23:50:00.457152
INV84277,DEP2,ITEM4063,Wiring Harness,Electrical,148,42,213,359.0,International Parts,2025-02-24T19:50:24,,BATCH-1933,Warehouse B,Good,2025-10-04T23:50:00.457267
INV80324,DEP2,ITEM8215,Alternator,Electrical,312,25,442,28.69,OEM Supplier,2025-01-09T04:54:56,2026-05-26T04:54:56,BATCH-5212,Cold Storage,Good,2025-10-04T23:50:00.457380
INV48229,DEP3,ITEM6663,Tire 385/65R22.5,Tires,36,21,790,1453.42,Volvo Parts,2025-02-07T16:34:36,,BATCH-4482,Warehouse A,Good,2025-10-04T23:50:00.457445
INV74900,DEP5,ITEM1260,Transmission Fluid,Fluids,750,191,934,33.58,MAN Parts,2025-02-22T08:15:09,2026-10-03T08:15:09,BATCH-2407,Cold Storage,Fair,2025-10-04T23:50:00.457509
INV28848,DEP4,ITEM1882,Floor Mats,Accessories,345,37,374,136.65,International Parts,2025-05-15T16:54:12,2027-11-24T16:54:12,BATCH-1156,Warehouse A,Poor,2025-10-04T23:50:00.457595
INV62811,DEP6,ITEM7791,Tire 385/65R22.5,Tires,369,22,437,2046.42,Iveco Parts,2025-03-09T22:57:40,2026-09-23T22:57:40,BATCH-0899,Warehouse A,Good,2025-10-04T23:50:00.457679
INV82761,DEP4,ITEM3565,Tire 295/80R22.5,Tires,116,55,260,906.12,Chevron Parts,2025-05-21T16:49:15,2027-01-03T16:49:15,BATCH-2217,Cold Storage,Good,2025-10-04T23:50:00.457747
INV39081,DEP2,ITEM4465,Tool Kit,Accessories,85,28,296,170.06,Iveco Parts,2025-05-03T08:57:34,2026-09-16T08:57:34,BATCH-6918,Cold Storage,Good,2025-10-04T23:50:00.457810
INV67770,DEP5,ITEM7948,Tire 385/65R22.5,Tires,332,20,554,1891.57,Aftermarket Parts,2025-04-14T12:40:55,,BATCH-0077,Warehouse B,Good,2025-10-04T23:50:00.457870
INV87970,DEP2,ITEM5764,Hydraulic Oil,Fluids,388,126,756,27.81,Mercedes Parts,2025-04-03T01:58:03,,BATCH-5378,Warehouse A,Good,2025-10-04T23:50:00.457935
INV14041,DEP3,ITEM9146,Starter Motor,Electrical,93,41,117,119.87,International Parts,2025-03-23T18:19:26,2027-12-09T18:19:26,BATCH-0154,Cold Storage,Fair,2025-10-04T23:50:00.458000
INV49341,DEP6,ITEM1551,Floor Mats,Accessories,51,21,112,445.9,Iveco Parts,2025-05-15T06:19:07,,BATCH-5631,Cold Storage,Poor,2025-10-04T23:50:00.458060
INV37054,DEP6,ITEM3945,Tire 385/65R22.5,Tires,465,100,713,869.51,Volvo Parts,2025-01-22T01:19:11,,BATCH-6238,Warehouse B,Fair,2025-10-04T23:50:00.458119
INV88771,DEP6,ITEM5541,Air Filter,Engine Parts,295,47,326,256.29,Aftermarket Parts,2025-06-23T20:59:38,2027-12-18T20:59:38,BATCH-9511,Cold Storage,Fair,2025-10-04T23:50:00.458180
INV14935,DEP5,ITEM9516,Coolant,Fluids,105,33,288,34.69,Mercedes Parts,2025-06-18T17:20:02,,BATCH-4400,Warehouse A,Good,2025-10-04T23:50:00.458240
INV25885,DEP3,ITEM5879,Spark Plugs,Engine Parts,47,32,294,45.65,International Parts,2025-01-19T07:01:35,,BATCH-3793,Cold Storage,Good,2025-10-04T23:50:00.458299
INV12985,DEP6,ITEM7536,Brake Discs,Brake System,120,29,219,371.26,Shell Lubricants,2025-03-05T07:52:58,,BATCH-4415,Warehouse B,Poor,2025-10-04T23:50:00.458363
INV33974,DEP5,ITEM2277,Transmission Fluid,Fluids,516,156,557,61.58,Iveco Parts,2025-06-18T03:42:08,2027-01-13T03:42:08,BATCH-9432,Warehouse A,Good,2025-10-04T23:50:00.458426
INV67195,DEP3,ITEM8570,Fuses,Electrical,43,32,156,191.6,BP Components,2025-04-20T20:37:39,2027-10-14T20:37:39,BATCH-5022,Cold Storage,Good,2025-10-04T23:50:00.458487
INV73891,DEP1,ITEM2279,Tire 295/80R22.5,Tires,473,78,643,2005.29,MAN Parts,2025-04-08T05:39:57,2026-09-13T05:39:57,BATCH-6052,Hazardous Storage,Good,2025-10-04T23:50:00.458552
INV84121,DEP6,ITEM3028,Tire 385/65R22.5,Tires,321,93,324,1469.61,Shell Lubricants,2025-01-17T09:43:56,,BATCH-8981,Warehouse B,Fair,2025-10-04T23:50:00.458619
INV48238,DEP5,ITEM4903,Wiper Blades,Accessories,44,16,107,411.15,BP Components,2025-02-17T12:09:18,2027-10-04T12:09:18,BATCH-5862,Hazardous Storage,Good,2025-10-04T23:50:00.458757
INV96899,DEP1,ITEM8659,Valve Stems,Tires,291,28,380,442.33,Local Supplier,2025-05-25T09:20:54,,BATCH-8189,Cold Storage,Fair,2025-10-04T23:50:00.459058
INV45697,DEP3,ITEM1493,Brake Lines,Brake System,262,43,446,393.7,Aramco Parts,2025-06-05T20:39:25,2027-05-30T20:39:25,BATCH-1055,Warehouse A,Poor,2025-10-04T23:50:00.462530
INV28108,DEP4,ITEM7358,Tire 315/80R22.5,Tires,131,37,393,1463.83,Chevron Parts,2025-02-12T15:01:41,2027-06-03T15:01:41,BATCH-9416,Warehouse B,Good,2025-10-04T23:50:00.463451
INV51400,DEP3,ITEM8207,Seat Covers,Accessories,171,44,372,297.44,Aftermarket Parts,2025-04-24T05:58:19,,BATCH-7319,Warehouse A,Fair,2025-10-04T23:50:00.463763
INV57365,DEP3,ITEM9480,First Aid Kit,Accessories,55,10,330,469.3,Iveco Parts,2025-01-23T01:19:08,2026-09-09T01:19:08,BATCH-3066,Warehouse B,Fair,2025-10-04T23:50:00.463977
INV22379,DEP5,ITEM1092,Seat Covers,Accessories,139,28,250,152.48,Total Oil,2025-01-20T01:23:03,2026-06-28T01:23:03,BATCH-0283,Hazardous Storage,Poor,2025-10-04T23:50:00.464135
INV88318,DEP2,ITEM5751,Timing Belt,Engine Parts,283,32,429,447.47,MAN Parts,2025-01-04T01:15:28,2027-08-26T01:15:28,BATCH-4370,Cold Storage,Good,2025-10-04T23:50:00.464276
INV78575,DEP5,ITEM4481,Tool Kit,Accessories,85,12,174,348.73,Mercedes Parts,2025-04-25T14:42:21,2026-11-03T14:42:21,BATCH-7143,Cold Storage,Fair,2025-10-04T23:50:00.464440
INV97176,DEP1,ITEM8278,Brake Calipers,Brake System,55,45,128,51.94,OEM Supplier,2025-04-20T08:45:28,2028-03-19T08:45:28,BATCH-8679,Warehouse B,Good,2025-10-04T23:50:00.464650
INV17811,DEP3,ITEM6686,Coolant,Fluids,37,31,340,238.76,Mercedes Parts,2025-01-07T08:00:16,2027-03-02T08:00:16,BATCH-1046,Hazardous Storage,Good,2025-10-04T23:50:00.464907
INV29978,DEP5,ITEM6299,Brake Calipers,Brake System,89,44,143,426.83,Volvo Parts,2025-01-28T14:18:45,2026-11-10T14:18:45,BATCH-6721,Warehouse B,Good,2025-10-04T23:50:00.465015
INV61388,DEP3,ITEM8125,Seat Covers,Accessories,53,28,152,240.11,Chevron Parts,2025-02-21T23:01:43,2027-02-09T23:01:43,BATCH-8184,Cold Storage,Fair,2025-10-04T23:50:00.465130
INV15206,DEP6,ITEM5236,Battery 12V,Electrical,214,48,478,453.2,MAN Parts,2025-05-03T20:45:08,2026-08-17T20:45:08,BATCH-4195,Warehouse A,Good,2025-10-04T23:50:00.465209
INV58248,DEP2,ITEM8110,Valve Stems,Tires,108,36,125,429.76,Chevron Parts,2025-03-20T22:26:07,,BATCH-6963,Warehouse A,Good,2025-10-04T23:50:00.465364
INV94329,DEP5,ITEM3227,Hydraulic Oil,Fluids,899,61,1670,32.34,BP Components,2025-04-12T16:41:22,,BATCH-4854,Warehouse B,Good,2025-10-04T23:50:00.465514
INV65441,DEP2,ITEM1080,Valve Stems,Tires,74,26,311,74.69,Scania Parts,2025-04-29T07:32:21,2027-12-15T07:32:21,BATCH-4843,Cold Storage,Good,2025-10-04T23:50:00.465722
INV91796,DEP2,ITEM3531,Brake Discs,Brake System,59,49,112,34.26,Scania Parts,2025-05-31T04:03:41,,BATCH-8842,Warehouse A,Good,2025-10-04T23:50:00.465859
INV78960,DEP6,ITEM9237,Tire 295/80R22.5,Tires,242,33,590,1348.33,Volvo Parts,2025-01-09T09:30:36,,BATCH-3358,Hazardous Storage,Good,2025-10-04T23:50:00.466006
INV46321,DEP2,ITEM5814,Air Filter,Engine Parts,437,12,450,31.76,MAN Parts,2025-01-21T12:01:48,2026-09-02T12:01:48,BATCH-6073,Cold Storage,Fair,2025-10-04T23:50:00.466140
INV54324,DEP4,ITEM4346,Coolant,Fluids,234,16,334,60.13,MAN Parts,2025-05-28T15:05:53,,BATCH-3449,Warehouse B,Good,2025-10-04T23:50:00.466288
INV69597,DEP3,ITEM8751,Mirrors,Accessories,68,41,292,170.49,MAN Parts,2025-03-06T01:42:16,2026-12-05T01:42:16,BATCH-7148,Cold Storage,Good,2025-10-04T23:50:00.466423
INV94112,DEP2,ITEM2179,Tool Kit,Accessories,302,42,485,60.77,Aramco Parts,2025-03-05T16:58:27,,BATCH-9094,Hazardous Storage,Good,2025-10-04T23:50:00.466543
INV30429,DEP6,ITEM7082,Tire 315/80R22.5,Tires,327,75,523,2277.01,Mercedes Parts,2025-02-23T22:25:07,2026-11-13T22:25:07,BATCH-2942,Warehouse B,Good,2025-10-04T23:50:00.466638
INV44453,DEP3,ITEM9116,Grease,Fluids,169,48,283,251.72,Scania Parts,2025-05-05T11:39:44,2028-01-10T11:39:44,BATCH-4255,Warehouse A,Good,2025-10-04T23:50:00.466706
INV12503,DEP1,ITEM6511,Brake Lines,Brake System,143,23,494,262.55,International Parts,2025-03-30T21:35:26,2027-04-08T21:35:26,BATCH-7149,Warehouse A,Fair,2025-10-04T23:50:00.466771
INV75675,DEP5,ITEM6116,Tire 295/80R22.5,Tires,208,65,493,814.39,Local Supplier,2025-06-15T22:16:18,2027-02-20T22:16:18,BATCH-4477,Hazardous Storage,Fair,2025-10-04T23:50:00.466840
INV49781,DEP1,ITEM3899,Battery 12V,Electrical,228,44,321,626.7,International Parts,2025-03-29T00:56:04,,BATCH-7897,Cold Storage,Good,2025-10-04T23:50:00.466902
INV14632,DEP1,ITEM7614,Air Filter,Engine Parts,87,49,136,81.06,Shell Lubricants,2025-01-28T09:59:47,,BATCH-9909,Warehouse B,Fair,2025-10-04T23:50:00.466970
INV50245,DEP6,ITEM4522,Fuel Filter,Engine Parts,111,35,279,36.01,Aramco Parts,2025-01-15T03:54:24,2026-11-15T03:54:24,BATCH-9173,Hazardous Storage,Good,2025-10-04T23:50:00.467039
INV63519,DEP1,ITEM2124,Wiper Blades,Accessories,202,36,209,258.96,Volvo Parts,2025-03-21T00:47:44,,BATCH-0245,Hazardous Storage,Good,2025-10-04T23:50:00.467105
INV11375,DEP5,ITEM2140,Engine Oil 15W-40,Engine Parts,1181,132,1194,22.23,BP Components,2025-02-18T04:32:20,,BATCH-5316,Warehouse B,Fair,2025-10-04T23:50:00.467197
INV41875,DEP5,ITEM4980,Battery 12V,Electrical,184,41,205,604.32,Aftermarket Parts,2025-06-14T21:21:34,,BATCH-9786,Hazardous Storage,Poor,2025-10-04T23:50:00.467281
INV22256,DEP6,ITEM8214,Wiring Harness,Electrical,259,32,314,464.99,Total Oil,2025-06-01T12:00:23,2026-10-18T12:00:23,BATCH-4068,Hazardous Storage,Good,2025-10-04T23:50:00.467391
INV54432,DEP2,ITEM7682,Transmission Fluid,Fluids,216,72,1789,73.44,Aftermarket Parts,2025-05-07T22:15:19,,BATCH-7610,Hazardous Storage,Good,2025-10-04T23:50:00.467468
INV93572,DEP5,ITEM5302,Valve Stems,Tires,143,46,194,149.83,BP Components,2025-06-03T20:24:06,2027-04-20T20:24:06,BATCH-7732,Cold Storage,Poor,2025-10-04T23:50:00.467556
INV53992,DEP3,ITEM8104,Alternator,Electrical,176,42,283,353.81,Iveco Parts,2025-05-11T17:02:42,,BATCH-3646,Warehouse B,Good,2025-10-04T23:50:00.467629
INV64960,DEP6,ITEM8968,Starter Motor,Electrical,122,43,223,345.18,Local Supplier,2025-05-05T07:47:03,2027-05-29T07:47:03,BATCH-6022,Warehouse A,Good,2025-10-04T23:50:00.467693
INV23861,DEP4,ITEM8276,Alternator,Electrical,138,17,237,415.67,Shell Lubricants,2025-03-28T05:48:15,2027-06-25T05:48:15,BATCH-5475,Warehouse B,Good,2025-10-04T23:50:00.467763
INV37430,DEP3,ITEM2645,Starter Motor,Electrical,151,49,206,289.26,Chevron Parts,2025-04-10T17:04:20,,BATCH-9722,Cold Storage,Poor,2025-10-04T23:50:00.467825
INV79023,DEP3,ITEM6238,Bulbs,Electrical,115,21,465,55.14,Scania Parts,2025-02-28T04:11:01,,BATCH-6877,Warehouse A,Good,2025-10-04T23:50:00.467888
INV17217,DEP3,ITEM3402,Tire 315/80R22.5,Tires,190,100,253,1385.38,Local Supplier,2025-01-24T03:44:36,,BATCH-0106,Warehouse B,Good,2025-10-04T23:50:00.467947
INV56810,DEP2,ITEM5666,Mirrors,Accessories,42,31,237,408.32,Chevron Parts,2025-02-08T11:03:36,2028-01-17T11:03:36,BATCH-3054,Warehouse A,Good,2025-10-04T23:50:00.468009
INV59667,DEP2,ITEM4478,Tire 385/65R22.5,Tires,101,86,204,1385.7,BP Components,2025-01-31T20:49:16,2028-01-01T20:49:16,BATCH-0233,Warehouse A,Fair,2025-10-04T23:50:00.468150
INV73482,DEP5,ITEM1619,Wiper Blades,Accessories,164,49,236,203.03,Volvo Parts,2025-02-10T20:40:20,,BATCH-0787,Hazardous Storage,Good,2025-10-04T23:50:00.468231
INV74597,DEP3,ITEM6980,Brake Lines,Brake System,124,40,195,375.26,Aftermarket Parts,2025-03-27T18:16:55,,BATCH-1888,Cold Storage,Good,2025-10-04T23:50:00.468299
INV21331,DEP4,ITEM6919,Fuel Filter,Engine Parts,93,48,108,362.35,Aftermarket Parts,2025-02-02T14:34:08,2027-01-30T14:34:08,BATCH-9145,Cold Storage,Poor,2025-10-04T23:50:00.468369
INV81201,DEP5,ITEM1197,Inner Tube,Tires,88,27,291,342.85,Local Supplier,2025-05-23T20:04:29,2028-03-20T20:04:29,BATCH-2991,Hazardous Storage,Good,2025-10-04T23:50:00.468461
INV91036,DEP4,ITEM9723,Spark Plugs,Engine Parts,75,25,245,241.3,Iveco Parts,2025-01-02T12:20:05,,BATCH-1242,Warehouse A,Poor,2025-10-04T23:50:00.468538
INV36145,DEP3,ITEM8437,Fuses,Electrical,116,14,377,386.66,Total Oil,2025-02-22T08:54:27,,BATCH-4087,Warehouse A,Poor,2025-10-04T23:50:00.468605
INV63107,DEP5,ITEM9108,Tool Kit,Accessories,145,47,403,156.11,BP Components,2025-04-30T18:42:54,2028-01-16T18:42:54,BATCH-8306,Warehouse A,Fair,2025-10-04T23:50:00.468677
INV63519,DEP1,ITEM5573,Floor Mats,Accessories,66,36,166,363.06,Aramco Parts,2025-02-05T09:44:57,2026-07-13T09:44:57,BATCH-2339,Hazardous Storage,Good,2025-10-04T23:50:00.468751
INV25647,DEP5,ITEM4154,Brake Discs,Brake System,118,10,283,141.44,MAN Parts,2025-03-09T13:44:42,,BATCH-9875,Warehouse B,Fair,2025-10-04T23:50:00.468819
INV99913,DEP3,ITEM2478,Fuel Filter,Engine Parts,45,37,125,191.46,BP Components,2025-01-06T03:32:09,,BATCH-0272,Warehouse A,Good,2025-10-04T23:50:00.468884
INV37784,DEP3,ITEM9906,First Aid Kit,Accessories,35,17,124,233.79,Shell Lubricants,2025-05-04T03:58:01,,BATCH-9892,Warehouse B,Fair,2025-10-04T23:50:00.468950
INV31678,DEP5,ITEM8021,Starter Motor,Electrical,51,32,480,373.45,International Parts,2025-04-27T09:14:48,2026-08-29T09:14:48,BATCH-0717,Warehouse A,Good,2025-10-04T23:50:00.469017
INV10503,DEP4,ITEM8687,Transmission Fluid,Fluids,579,166,658,22.35,Volvo Parts,2025-05-13T02:39:56,,BATCH-5618,Warehouse A,Fair,2025-10-04T23:50:00.469082
INV43058,DEP5,ITEM2484,First Aid Kit,Accessories,72,39,152,418.32,OEM Supplier,2025-01-03T05:29:38,,BATCH-1138,Warehouse A,Poor,2025-10-04T23:50:00.469145
INV83421,DEP5,ITEM9921,Brake Fluid,Brake System,240,131,549,38.47,Volvo Parts,2025-01-02T16:46:12,2026-12-18T16:46:12,BATCH-2049,Cold Storage,Good,2025-10-04T23:50:00.469232
INV43373,DEP1,ITEM9880,Air Filter,Engine Parts,249,24,276,253.81,BP Components,2025-03-04T12:06:51,2026-04-24T12:06:51,BATCH-2161,Cold Storage,Poor,2025-10-04T23:50:00.469308
INV83168,DEP5,ITEM9522,Starter Motor,Electrical,40,32,207,409.61,Local Supplier,2025-03-19T20:14:55,,BATCH-6469,Hazardous Storage,Good,2025-10-04T23:50:00.469373
INV44946,DEP2,ITEM8394,Transmission Fluid,Fluids,955,61,1674,21.06,OEM Supplier,2025-03-08T15:05:50,,BATCH-4702,Hazardous Storage,Poor,2025-10-04T23:50:00.469433
INV25144,DEP5,ITEM8393,Engine Oil 15W-40,Engine Parts,292,58,1698,78.2,Mercedes Parts,2025-06-18T00:00:12,,BATCH-3646,Warehouse A,Good,2025-10-04T23:50:00.469497
INV99445,DEP5,ITEM6045,Hydraulic Oil,Fluids,954,76,1118,26.54,Iveco Parts,2025-06-24T19:32:24,2027-02-25T19:32:24,BATCH-1302,Hazardous Storage,Good,2025-10-04T23:50:00.469561
INV14970,DEP1,ITEM8996,Brake Discs,Brake System,128,33,263,228.35,Shell Lubricants,2025-05-30T22:59:47,,BATCH-5291,Hazardous Storage,Good,2025-10-04T23:50:00.469622
INV65428,DEP2,ITEM6571,First Aid Kit,Accessories,115,21,223,220.05,Total Oil,2025-01-03T02:20:33,2026-11-25T02:20:33,BATCH-1055,Warehouse A,Good,2025-10-04T23:50:00.469683
INV95296,DEP3,ITEM6372,Power Steering Fluid,Fluids,713,80,1388,57.11,Volvo Parts,2025-05-04T14:53:35,2027-01-27T14:53:35,BATCH-8843,Warehouse A,Good,2025-10-04T23:50:00.469747
INV38534,DEP2,ITEM4596,Grease,Fluids,43,29,424,254.04,BP Components,2025-06-19T08:07:27,2027-03-28T08:07:27,BATCH-0979,Warehouse A,Good,2025-10-04T23:50:00.469808
INV78787,DEP2,ITEM4373,Bulbs,Electrical,131,36,201,35.43,Chevron Parts,2025-01-27T10:00:17,,BATCH-2299,Cold Storage,Fair,2025-10-04T23:50:00.469872
INV86341,DEP2,ITEM2681,Brake Lines,Brake System,42,20,127,52.09,International Parts,2025-03-17T18:47:45,2026-04-03T18:47:45,BATCH-4172,Warehouse A,Fair,2025-10-04T23:50:00.469933
INV19271,DEP2,ITEM2889,Wiring Harness,Electrical,341,14,362,473.32,Total Oil,2025-05-02T11:31:45,,BATCH-4087,Warehouse B,Poor,2025-10-04T23:50:00.469997
INV78944,DEP2,ITEM7554,Coolant,Fluids,75,22,362,493.2,OEM Supplier,2025-03-06T04:14:54,2027-03-03T04:14:54,BATCH-3574,Hazardous Storage,Poor,2025-10-04T23:50:00.470057
INV72553,DEP2,ITEM2904,Alternator,Electrical,253,24,332,258.38,Aramco Parts,2025-02-05T11:30:27,,BATCH-9477,Warehouse B,Good,2025-10-04T23:50:00.470117
INV16753,DEP5,ITEM7927,Tool Kit,Accessories,180,43,300,371.74,Scania Parts,2025-06-09T16:54:24,2026-09-07T16:54:24,BATCH-8647,Hazardous Storage,Good,2025-10-04T23:50:00.470181
INV73312,DEP2,ITEM8659,Bulbs,Electrical,64,27,286,366.43,Aramco Parts,2025-01-23T03:10:24,2027-06-28T03:10:24,BATCH-7434,Warehouse B,Good,2025-10-04T23:50:00.470247
INV18043,DEP4,ITEM8647,Coolant,Fluids,136,20,178,434.32,International Parts,2025-02-02T15:36:16,2027-07-03T15:36:16,BATCH-2455,Warehouse B,Good,2025-10-04T23:50:00.470310
INV80698,DEP3,ITEM7996,Fuses,Electrical,44,33,483,78.06,Local Supplier,2025-01-02T05:49:33,2026-12-17T05:49:33,BATCH-0687,Hazardous Storage,Poor,2025-10-04T23:50:00.470375
INV12420,DEP1,ITEM5204,Bulbs,Electrical,289,16,467,128.54,Shell Lubricants,2025-06-07T17:39:09,2027-06-02T17:39:09,BATCH-6151,Warehouse B,Good,2025-10-04T23:50:00.470446
INV38113,DEP2,ITEM5872,Tire 385/65R22.5,Tires,338,25,800,2123.96,OEM Supplier,2025-02-19T04:51:03,2027-08-06T04:51:03,BATCH-5373,Warehouse A,Good,2025-10-04T23:50:00.470518
INV60118,DEP6,ITEM5795,Air Filter,Engine Parts,225,34,288,29.89,Shell Lubricants,2025-01-10T07:05:44,,BATCH-1407,Hazardous Storage,Good,2025-10-04T23:50:00.470579
INV73204,DEP5,ITEM4157,Brake Discs,Brake System,67,35,314,112.71,OEM Supplier,2025-02-22T00:13:54,2027-08-01T00:13:54,BATCH-0662,Warehouse B,Good,2025-10-04T23:50:00.470639
INV67385,DEP2,ITEM7127,Oil Filter,Engine Parts,176,176,751,55.51,OEM Supplier,2025-04-03T12:36:33,2028-03-11T12:36:33,BATCH-0094,Cold Storage,Good,2025-10-04T23:50:00.470705
INV50861,DEP5,ITEM8639,Brake Lines,Brake System,52,33,271,490.44,Volvo Parts,2025-05-30T05:44:52,2028-01-04T05:44:52,BATCH-1375,Cold Storage,Good,2025-10-04T23:50:00.470771
INV85252,DEP5,ITEM3335,Brake Lines,Brake System,65,41,136,464.81,Shell Lubricants,2025-02-03T20:50:38,2027-05-24T20:50:38,BATCH-5622,Hazardous Storage,Fair,2025-10-04T23:50:00.470834
INV18282,DEP3,ITEM5484,Engine Oil 15W-40,Engine Parts,1789,129,1990,53.43,Total Oil,2025-05-03T19:49:14,2027-07-06T19:49:14,BATCH-0090,Warehouse B,Good,2025-10-04T23:50:00.470895
INV56389,DEP5,ITEM1596,Tire 295/80R22.5,Tires,159,91,514,2459.22,BP Components,2025-02-03T21:46:21,,BATCH-1864,Cold Storage,Poor,2025-10-04T23:50:00.470954
INV80699,DEP2,ITEM3260,Engine Oil 15W-40,Engine Parts,406,193,809,25.54,MAN Parts,2025-04-10T22:55:41,2028-04-01T22:55:41,BATCH-9681,Warehouse A,Good,2025-10-04T23:50:00.471015
INV98464,DEP1,ITEM3933,Floor Mats,Accessories,168,18,189,379.43,Shell Lubricants,2025-06-13T09:21:57,,BATCH-6765,Hazardous Storage,Fair,2025-10-04T23:50:00.471074
INV72449,DEP2,ITEM3069,Brake Calipers,Brake System,292,38,379,487.14,BP Components,2025-05-14T13:13:22,2026-07-17T13:13:22,BATCH-2124,Warehouse B,Good,2025-10-04T23:50:00.471138
INV87192,DEP5,ITEM3052,Coolant,Fluids,277,34,494,461.58,International Parts,2025-06-02T07:10:54,2026-06-15T07:10:54,BATCH-7342,Cold Storage,Fair,2025-10-04T23:50:00.471207
INV98797,DEP3,ITEM7747,Power Steering Fluid,Fluids,829,82,1845,51.52,Shell Lubricants,2025-05-10T07:02:36,,BATCH-2467,Cold Storage,Fair,2025-10-04T23:50:00.471268
INV86472,DEP4,ITEM4934,Transmission Fluid,Fluids,1448,145,1767,24.55,Aftermarket Parts,2025-06-25T09:04:25,,BATCH-2445,Warehouse B,Fair,2025-10-04T23:50:00.471326
INV32225,DEP5,ITEM3290,Brake Fluid,Brake System,1131,86,1859,41.95,Shell Lubricants,2025-04-10T18:46:05,2027-03-04T18:46:05,BATCH-8887,Cold Storage,Good,2025-10-04T23:50:00.471390
INV16519,DEP4,ITEM9831,First Aid Kit,Accessories,247,47,418,90.75,OEM Supplier,2025-02-05T15:20:12,2027-08-04T15:20:12,BATCH-9786,Warehouse B,Good,2025-10-04T23:50:00.471453
INV81794,DEP6,ITEM2301,Alternator,Electrical,187,37,194,127.72,Total Oil,2025-05-15T15:06:19,,BATCH-2757,Warehouse A,Good,2025-10-04T23:50:00.471512
INV58799,DEP2,ITEM6725,Brake Fluid,Brake System,550,78,845,42.28,Local Supplier,2025-02-20T12:25:07,,BATCH-3941,Warehouse B,Fair,2025-10-04T23:50:00.471577
INV15191,DEP1,ITEM5292,Brake Fluid,Brake System,1796,50,1898,62.79,Aramco Parts,2025-02-05T07:16:59,,BATCH-6257,Warehouse B,Good,2025-10-04T23:50:00.471642
INV51973,DEP3,ITEM4171,Hydraulic Oil,Fluids,1022,124,1606,25.12,Volvo Parts,2025-01-12T11:59:40,,BATCH-2730,Cold Storage,Good,2025-10-04T23:50:00.471708
INV58340,DEP5,ITEM2227,Spark Plugs,Engine Parts,148,17,327,370.31,MAN Parts,2025-02-05T04:08:17,2026-03-07T04:08:17,BATCH-1284,Hazardous Storage,Good,2025-10-04T23:50:00.471818
INV57407,DEP6,ITEM8794,Timing Belt,Engine Parts,365,12,449,116.79,Shell Lubricants,2025-05-24T19:39:12,2026-09-10T19:39:12,BATCH-5955,Hazardous Storage,Good,2025-10-04T23:50:00.471916
INV15847,DEP2,ITEM9001,Brake Pads,Brake System,417,42,495,193.62,MAN Parts,2025-03-31T17:56:55,,BATCH-4155,Warehouse B,Fair,2025-10-04T23:50:00.471983
